address,name,area,floor
2068,한화포레나천안두정,76.7079,16
2068,한화포레나천안두정,84.9305,2
2068,한화포레나천안두정,84.9305,22
2068,한화포레나천안두정,76.7079,6
2068,한화포레나천안두정,84.9585,18
2068,한화포레나천안두정,76.7079,11
2068,한화포레나천안두정,84.9585,6
2068,한화포레나천안두정,84.9585,3
2068,한화포레나천안두정,76.8181,19
2068,한화포레나천안두정,76.8181,1
2068,한화포레나천안두정,84.9305,29
2068,한화포레나천안두정,102.5019,21
2068,한화포레나천안두정,84.9305,28
2068,한화포레나천안두정,76.8181,4
2068,한화포레나천안두정,102.5019,14
2068,한화포레나천안두정,102.5019,26
2068,한화포레나천안두정,84.9585,9
2068,한화포레나천안두정,102.5019,22
2068,한화포레나천안두정,84.9305,3
2068,한화포레나천안두정,84.9585,17
2068,한화포레나천안두정,102.5019,23
2068,한화포레나천안두정,102.5019,13
2068,한화포레나천안두정,76.9979,18
2068,한화포레나천안두정,84.9305,7
1417,해피드림3차,35.751,5
1417,해피드림3차,39.319,10
1417,해피드림3차,35.751,7
1417,해피드림3차,35.751,4
1417,해피드림3차,39.319,9
1417,해피드림3차,39.319,8
1417,해피드림3차,39.258,10
1417,해피드림3차,39.258,6
1417,해피드림3차,39.258,7
1417,해피드림3차,39.319,4
1417,해피드림3차,39.319,6
1417,해피드림3차,39.319,3
1417,해피드림3차,36.259,7
1417,해피드림3차,36.259,9
1418,해피드림4차,43.51,7
1418,해피드림4차,49.36,4
1418,해피드림4차,49.52,3
1418,해피드림4차,43.51,12
1418,해피드림4차,42.73,8
1418,해피드림4차,43.51,5
1418,해피드림4차,49.52,10
1418,해피드림4차,49.52,11
1418,해피드림4차,42.73,9
1418,해피드림4차,43.51,11
1418,해피드림4차,49.52,7
1418,해피드림4차,49.36,3
1418,해피드림4차,45.48,7
1418,해피드림4차,42.73,6
1418,해피드림4차,43.51,3
1418,해피드림4차,43.51,6
1418,해피드림4차,45.48,5
1418,해피드림4차,43.51,8
1418,해피드림4차,28.87,9
1418,해피드림4차,43.51,10
1418,해피드림4차,28.87,7
1418,해피드림4차,43.51,4
1418,해피드림4차,42.73,5
915,그린빌1차,84.99,7
915,그린빌1차,84.99,10
915,그린빌1차,84.99,11
915,그린빌1차,84.8,9
915,그린빌1차,75.99,13
915,그린빌1차,84.99,9
915,그린빌1차,84.99,12
915,그린빌1차,84.8,7
915,그린빌1차,84.8,1
915,그린빌1차,84.8,14
915,그린빌1차,75.99,12
915,그린빌1차,84.8,2
915,그린빌1차,84.8,11
915,그린빌1차,84.99,1
915,그린빌1차,75.99,6
915,그린빌1차,84.99,8
915,그린빌1차,84.99,4
915,그린빌1차,75.99,4
915,그린빌1차,75.99,10
890,그린빌2,84.25,6
890,그린빌2,74.37,8
890,그린빌2,84.65,7
890,그린빌2,84.65,12
890,그린빌2,84.65,10
890,그린빌2,84.65,11
890,그린빌2,84.65,6
890,그린빌2,84.65,1
890,그린빌2,74.37,4
890,그린빌2,84.65,8
890,그린빌2,84.25,9
890,그린빌2,84.25,3
890,그린빌2,74.37,9
890,그린빌2,74.37,3
890,그린빌2,84.65,2
890,그린빌2,84.65,5
890,그린빌2,74.37,7
890,그린빌2,74.37,12
890,그린빌2,84.25,15
890,그린빌2,74.37,14
890,그린빌2,84.65,9
890,그린빌2,84.65,14
890,그린빌2,84.65,4
890,그린빌2,74.37,1
890,그린빌2,84.25,7
890,그린빌2,84.65,13
1178,백석2차아이파크,84.4291,15
1178,백석2차아이파크,84.9868,15
1178,백석2차아이파크,84.9868,12
1178,백석2차아이파크,84.9868,24
1178,백석2차아이파크,84.9868,7
1178,백석2차아이파크,84.4291,14
1178,백석2차아이파크,84.9868,19
1178,백석2차아이파크,84.9868,8
1178,백석2차아이파크,84.9868,14
1178,백석2차아이파크,84.8421,27
1178,백석2차아이파크,106.7213,11
1178,백석2차아이파크,106.7213,1
1178,백석2차아이파크,84.9868,10
1178,백석2차아이파크,84.4291,13
1178,백석2차아이파크,84.9868,16
1178,백석2차아이파크,84.9868,18
1178,백석2차아이파크,84.9868,27
1178,백석2차아이파크,84.9868,25
1178,백석2차아이파크,84.8421,15
1178,백석2차아이파크,84.8421,19
1178,백석2차아이파크,106.7213,15
1178,백석2차아이파크,84.9868,23
1178,백석2차아이파크,106.7213,5
1178,백석2차아이파크,84.9868,5
1178,백석2차아이파크,84.9868,21
1178,백석2차아이파크,106.7213,6
1178,백석2차아이파크,106.7213,9
1178,백석2차아이파크,84.9868,17
1178,백석2차아이파크,84.9868,22
1178,백석2차아이파크,84.9868,6
1178,백석2차아이파크,84.8421,6
1178,백석2차아이파크,84.4291,11
1178,백석2차아이파크,84.9868,2
1178,백석2차아이파크,84.8421,17
1178,백석2차아이파크,106.7213,17
1178,백석2차아이파크,122.6664,25
1178,백석2차아이파크,84.9868,20
1178,백석2차아이파크,106.7213,7
1178,백석2차아이파크,84.9868,11
1178,백석2차아이파크,84.9868,13
1178,백석2차아이파크,122.6664,7
1178,백석2차아이파크,84.8421,13
1178,백석2차아이파크,122.6664,17
1178,백석2차아이파크,84.4291,3
1178,백석2차아이파크,84.8421,4
1178,백석2차아이파크,122.6664,29
1178,백석2차아이파크,84.9868,9
1178,백석2차아이파크,84.9868,3
1178,백석2차아이파크,84.8421,16
1193,백석더샵아파트,84.0038,13
1193,백석더샵아파트,84.4993,3
1193,백석더샵아파트,84.4993,4
1193,백석더샵아파트,84.2532,18
1193,백석더샵아파트,84.4993,19
1193,백석더샵아파트,84.2532,4
1193,백석더샵아파트,84.4993,10
1193,백석더샵아파트,84.0038,20
1193,백석더샵아파트,84.4993,5
1193,백석더샵아파트,84.2532,14
1193,백석더샵아파트,84.4993,6
1193,백석더샵아파트,84.4993,22
1193,백석더샵아파트,84.4993,7
1193,백석더샵아파트,84.2532,17
1193,백석더샵아파트,84.2532,9
1193,백석더샵아파트,84.4993,18
1193,백석더샵아파트,84.2532,7
1193,백석더샵아파트,84.4993,8
1193,백석더샵아파트,84.2532,12
1193,백석더샵아파트,84.4993,14
1193,백석더샵아파트,84.0038,4
1193,백석더샵아파트,84.2532,3
658-69,백석동펜타폴리스5차,16.7224,2
658-69,백석동펜타폴리스5차,16.7224,5
658-69,백석동펜타폴리스5차,16.7224,6
658-69,백석동펜타폴리스5차,22.822,9
658-69,백석동펜타폴리스5차,22.822,4
658-69,백석동펜타폴리스5차,22.822,5
658-69,백석동펜타폴리스5차,22.822,2
658-69,백석동펜타폴리스5차,16.7224,10
658-69,백석동펜타폴리스5차,16.7224,3
1007,백석리슈빌,103.5696,14
1007,백석리슈빌,130.8525,6
1007,백석리슈빌,84.9953,10
1007,백석리슈빌,84.9953,20
1007,백석리슈빌,84.9953,5
1007,백석리슈빌,84.9953,18
1007,백석리슈빌,84.9961,7
1007,백석리슈빌,156.6227,20
1007,백석리슈빌,130.8525,15
1007,백석리슈빌,84.9961,15
1007,백석리슈빌,103.5696,8
1007,백석리슈빌,84.9961,6
1007,백석리슈빌,84.9953,17
1007,백석리슈빌,130.8525,1
1007,백석리슈빌,103.5696,18
1007,백석리슈빌,84.9961,20
1007,백석리슈빌,84.9953,11
1007,백석리슈빌,84.9953,4
1007,백석리슈빌,130.8525,13
1007,백석리슈빌,103.5696,1
1007,백석리슈빌,84.9953,6
1007,백석리슈빌,130.8525,3
1007,백석리슈빌,103.3026,9
1007,백석리슈빌,130.8525,2
1007,백석리슈빌,103.3026,8
1007,백석리슈빌,84.9961,14
1007,백석리슈빌,84.9961,19
1007,백석리슈빌,103.5696,5
1007,백석리슈빌,84.9961,18
1007,백석리슈빌,84.9953,9
1007,백석리슈빌,103.5696,7
1007,백석리슈빌,103.3026,4
1007,백석리슈빌,103.3026,2
1007,백석리슈빌,130.8525,11
1007,백석리슈빌,130.8525,14
1007,백석리슈빌,130.8525,9
1007,백석리슈빌,84.9953,12
1007,백석리슈빌,84.9953,21
1007,백석리슈빌,84.9961,9
1007,백석리슈빌,130.8525,7
1007,백석리슈빌,103.3026,11
1007,백석리슈빌,84.9953,16
1007,백석리슈빌,84.9953,3
1007,백석리슈빌,84.9953,1
1007,백석리슈빌,156.6227,19
1007,백석리슈빌,84.9961,21
1007,백석리슈빌,84.9961,5
1007,백석리슈빌,84.9961,8
1007,백석리슈빌,103.5696,20
1007,백석리슈빌,103.3026,3
1007,백석리슈빌,130.8525,5
1007,백석리슈빌,103.5696,2
941,백석마을아이파크,84.984,23
941,백석마을아이파크,84.995,23
941,백석마을아이파크,84.995,19
941,백석마을아이파크,84.984,4
941,백석마을아이파크,84.984,21
941,백석마을아이파크,84.984,9
941,백석마을아이파크,84.995,6
941,백석마을아이파크,84.984,17
941,백석마을아이파크,84.995,22
941,백석마을아이파크,84.995,13
941,백석마을아이파크,84.995,14
941,백석마을아이파크,84.984,18
941,백석마을아이파크,129.841,9
941,백석마을아이파크,84.984,12
941,백석마을아이파크,84.984,8
941,백석마을아이파크,129.841,11
941,백석마을아이파크,165.377,4
941,백석마을아이파크,84.984,11
941,백석마을아이파크,84.984,16
941,백석마을아이파크,84.984,5
941,백석마을아이파크,165.377,16
941,백석마을아이파크,84.984,3
941,백석마을아이파크,185.538,17
941,백석마을아이파크,129.841,14
941,백석마을아이파크,84.984,14
941,백석마을아이파크,84.984,19
941,백석마을아이파크,84.995,1
941,백석마을아이파크,84.995,4
941,백석마을아이파크,84.984,10
941,백석마을아이파크,84.984,7
941,백석마을아이파크,84.995,2
941,백석마을아이파크,84.984,24
941,백석마을아이파크,84.984,6
941,백석마을아이파크,84.995,10
1070,백석마을중흥에스-클래스,84.993,7
1070,백석마을중흥에스-클래스,84.993,11
1070,백석마을중흥에스-클래스,84.993,4
1070,백석마을중흥에스-클래스,84.993,5
1070,백석마을중흥에스-클래스,84.993,12
1070,백석마을중흥에스-클래스,84.993,3
1070,백석마을중흥에스-클래스,84.993,6
1070,백석마을중흥에스-클래스,84.993,15
919,백석벽산블루밍1차,84.886,7
919,백석벽산블루밍1차,84.886,13
919,백석벽산블루밍1차,119.859,1
919,백석벽산블루밍1차,119.859,15
919,백석벽산블루밍1차,84.886,1
919,백석벽산블루밍1차,119.859,12
919,백석벽산블루밍1차,119.859,4
919,백석벽산블루밍1차,119.859,5
919,백석벽산블루밍1차,84.999,8
919,백석벽산블루밍1차,84.886,3
919,백석벽산블루밍1차,119.859,11
919,백석벽산블루밍1차,84.886,5
919,백석벽산블루밍1차,84.886,8
919,백석벽산블루밍1차,84.886,9
919,백석벽산블루밍1차,84.886,12
919,백석벽산블루밍1차,119.859,6
924,백석벽산블루밍2차,84.886,3
924,백석벽산블루밍2차,84.886,1
924,백석벽산블루밍2차,119.859,8
924,백석벽산블루밍2차,84.999,6
924,백석벽산블루밍2차,84.886,15
924,백석벽산블루밍2차,84.886,9
924,백석벽산블루밍2차,84.886,6
924,백석벽산블루밍2차,119.859,3
924,백석벽산블루밍2차,84.886,14
924,백석벽산블루밍2차,84.999,4
924,백석벽산블루밍2차,119.859,5
924,백석벽산블루밍2차,84.886,7
924,백석벽산블루밍2차,84.886,11
924,백석벽산블루밍2차,119.859,7
924,백석벽산블루밍2차,84.886,13
924,백석벽산블루밍2차,119.859,1
924,백석벽산블루밍2차,84.886,10
930,브라운스톤,84.992,11
930,브라운스톤,108.965,15
930,브라운스톤,108.965,1
930,브라운스톤,128.4133,5
930,브라운스톤,84.992,14
930,브라운스톤,108.965,13
930,브라운스톤,155.607,1
930,브라운스톤,84.992,1
930,브라운스톤,108.965,7
930,브라운스톤,108.965,5
930,브라운스톤,155.607,15
930,브라운스톤,84.992,5
930,브라운스톤,84.992,15
930,브라운스톤,108.965,4
930,브라운스톤,84.992,8
930,브라운스톤,108.965,9
930,브라운스톤,108.965,6
930,브라운스톤,84.992,12
930,브라운스톤,108.965,12
930,브라운스톤,128.4133,13
930,브라운스톤,108.965,10
930,브라운스톤,84.992,3
930,브라운스톤,108.965,3
930,브라운스톤,84.992,7
930,브라운스톤,84.992,10
930,브라운스톤,84.992,2
930,브라운스톤,84.992,4
930,브라운스톤,84.992,9
930,브라운스톤,108.965,2
930,브라운스톤,108.965,11
910,주공3단지,51.95,2
910,주공3단지,59.64,10
910,주공3단지,51.95,9
910,주공3단지,51.95,10
910,주공3단지,51.95,12
910,주공3단지,51.95,14
910,주공3단지,51.95,3
910,주공3단지,51.95,1
910,주공3단지,51.95,4
910,주공3단지,59.64,9
910,주공3단지,51.49,14
910,주공3단지,51.49,9
910,주공3단지,51.95,6
910,주공3단지,59.64,6
910,주공3단지,51.49,2
910,주공3단지,51.49,12
910,주공3단지,51.49,3
910,주공3단지,51.95,15
910,주공3단지,51.95,8
910,주공3단지,51.95,7
910,주공3단지,51.49,5
910,주공3단지,51.49,6
910,주공3단지,51.49,8
910,주공3단지,59.64,1
910,주공3단지,51.49,7
910,주공3단지,59.64,3
910,주공3단지,51.95,5
910,주공3단지,51.49,4
910,주공3단지,51.49,10
1200,천안백석3차IPARK,84.7263,2
1200,천안백석3차IPARK,84.9562,5
1200,천안백석3차IPARK,99.7828,12
1200,천안백석3차IPARK,84.9562,10
1200,천안백석3차IPARK,84.9562,15
1200,천안백석3차IPARK,84.9562,6
1200,천안백석3차IPARK,84.9562,1
1200,천안백석3차IPARK,84.7263,15
1200,천안백석3차IPARK,74.9785,3
1200,천안백석3차IPARK,74.9785,19
1200,천안백석3차IPARK,84.7263,6
1200,천안백석3차IPARK,84.9562,3
1200,천안백석3차IPARK,84.9562,8
1200,천안백석3차IPARK,74.9785,20
1200,천안백석3차IPARK,84.9562,2
1200,천안백석3차IPARK,84.7263,12
1200,천안백석3차IPARK,74.9785,17
1200,천안백석3차IPARK,74.9785,11
1200,천안백석3차IPARK,84.9562,20
1200,천안백석3차IPARK,84.7263,24
1200,천안백석3차IPARK,84.7263,19
1200,천안백석3차IPARK,99.7828,15
1115,천안백석엘에이치천년나무1단지,36.8,6
1115,천안백석엘에이치천년나무1단지,16.8,7
1115,천안백석엘에이치천년나무1단지,16.8,2
1115,천안백석엘에이치천년나무1단지,16.8,9
1115,천안백석엘에이치천년나무1단지,44.9,3
1115,천안백석엘에이치천년나무1단지,16.8,5
1115,천안백석엘에이치천년나무1단지,36.8,7
1115,천안백석엘에이치천년나무1단지,16.8,15
1115,천안백석엘에이치천년나무1단지,16.8,3
1115,천안백석엘에이치천년나무1단지,44.9,5
1115,천안백석엘에이치천년나무1단지,36.8,9
1115,천안백석엘에이치천년나무1단지,36.95,1
1115,천안백석엘에이치천년나무1단지,44.9,14
1115,천안백석엘에이치천년나무1단지,26.87,11
1115,천안백석엘에이치천년나무1단지,36.8,10
1115,천안백석엘에이치천년나무1단지,16.8,8
1115,천안백석엘에이치천년나무1단지,36.8,8
1115,천안백석엘에이치천년나무1단지,16.8,10
1115,천안백석엘에이치천년나무1단지,44.9,15
1115,천안백석엘에이치천년나무1단지,44.9,7
1115,천안백석엘에이치천년나무1단지,16.8,1
1115,천안백석엘에이치천년나무1단지,26.87,7
1115,천안백석엘에이치천년나무1단지,36.8,12
1115,천안백석엘에이치천년나무1단지,16.8,6
1115,천안백석엘에이치천년나무1단지,36.95,3
1115,천안백석엘에이치천년나무1단지,44.9,2
1115,천안백석엘에이치천년나무1단지,44.9,11
1115,천안백석엘에이치천년나무1단지,36.8,15
1115,천안백석엘에이치천년나무1단지,36.8,4
1115,천안백석엘에이치천년나무1단지,36.8,13
1115,천안백석엘에이치천년나무1단지,36.8,14
1115,천안백석엘에이치천년나무1단지,36.8,11
1115,천안백석엘에이치천년나무1단지,36.95,2
1115,천안백석엘에이치천년나무1단지,26.87,8
1115,천안백석엘에이치천년나무1단지,26.87,9
1115,천안백석엘에이치천년나무1단지,26.87,10
1115,천안백석엘에이치천년나무1단지,26.87,13
1115,천안백석엘에이치천년나무1단지,26.87,6
1115,천안백석엘에이치천년나무1단지,26.87,5
1115,천안백석엘에이치천년나무1단지,26.87,15
1115,천안백석엘에이치천년나무1단지,16.8,4
1115,천안백석엘에이치천년나무1단지,16.8,13
1115,천안백석엘에이치천년나무1단지,16.8,11
1115,천안백석엘에이치천년나무1단지,26.87,12
1115,천안백석엘에이치천년나무1단지,36.8,5
979,천안백석푸르지오,130.2674,7
979,천안백석푸르지오,84.9222,7
979,천안백석푸르지오,110.655,7
979,천안백석푸르지오,84.9222,14
979,천안백석푸르지오,110.655,16
979,천안백석푸르지오,84.887,2
979,천안백석푸르지오,84.887,15
979,천안백석푸르지오,84.887,12
979,천안백석푸르지오,84.887,13
979,천안백석푸르지오,84.887,9
979,천안백석푸르지오,84.9222,11
979,천안백석푸르지오,110.655,8
979,천안백석푸르지오,84.7767,10
979,천안백석푸르지오,84.887,16
979,천안백석푸르지오,130.2674,9
979,천안백석푸르지오,84.887,22
979,천안백석푸르지오,84.9222,19
979,천안백석푸르지오,84.887,19
979,천안백석푸르지오,110.655,4
979,천안백석푸르지오,84.7767,15
979,천안백석푸르지오,84.9222,5
979,천안백석푸르지오,84.7767,12
979,천안백석푸르지오,84.887,4
979,천안백석푸르지오,84.9222,23
979,천안백석푸르지오,130.2674,1
979,천안백석푸르지오,110.655,12
979,천안백석푸르지오,84.887,14
979,천안백석푸르지오,84.9222,13
979,천안백석푸르지오,110.655,14
979,천안백석푸르지오,84.887,23
979,천안백석푸르지오,110.655,9
979,천안백석푸르지오,84.9222,16
979,천안백석푸르지오,84.9222,10
979,천안백석푸르지오,84.9222,3
979,천안백석푸르지오,84.7767,17
979,천안백석푸르지오,110.655,3
979,천안백석푸르지오,84.9222,20
979,천안백석푸르지오,110.655,5
979,천안백석푸르지오,110.655,20
979,천안백석푸르지오,84.887,11
979,천안백석푸르지오,84.9222,1
979,천안백석푸르지오,84.7767,13
191-3,현대,84.67,4
191-3,현대,150.37,3
191-3,현대,84.67,7
191-3,현대,115.45,4
191-3,현대,84.67,15
191-3,현대,73.89,5
191-3,현대,115.45,11
191-3,현대,84.67,9
191-3,현대,115.45,1
191-3,현대,84.67,3
191-3,현대,73.89,3
191-3,현대,115.45,8
191-3,현대,73.89,15
191-3,현대,84.67,1
191-3,현대,84.67,2
191-3,현대,115.45,7
191-3,현대,73.89,12
191-3,현대,132.58,10
191-3,현대,84.67,6
191-3,현대,132.58,1
191-3,현대,115.45,9
191-3,현대,132.58,12
191-3,현대,132.58,15
191-3,현대,84.67,8
191-3,현대,84.67,13
191-3,현대,73.89,11
191-3,현대,71.89,1
191-3,현대,73.89,9
191-3,현대,132.58,4
191-3,현대,84.67,10
191-3,현대,73.89,7
191-3,현대,84.67,14
191-3,현대,132.58,7
191-3,현대,132.58,8
191-3,현대,84.67,5
191-3,현대,132.58,11
191-3,현대,84.67,12
900,호반리젠시빌,84.9775,7
900,호반리젠시빌,84.9775,6
900,호반리젠시빌,84.9775,13
900,호반리젠시빌,84.9775,11
900,호반리젠시빌,84.9775,9
900,호반리젠시빌,84.9775,12
900,호반리젠시빌,84.9775,10
900,호반리젠시빌,84.9775,4
900,호반리젠시빌,84.9775,8
900,호반리젠시빌,84.8918,10
900,호반리젠시빌,84.9775,3
900,호반리젠시빌,84.8918,3
900,호반리젠시빌,84.9775,14
900,호반리젠시빌,84.9775,5
900,호반리젠시빌,84.8918,8
900,호반리젠시빌,84.9775,1
900,호반리젠시빌,84.9775,15
900,호반리젠시빌,84.8918,4
900,호반리젠시빌,84.8918,11
900,호반리젠시빌,84.9775,2
820,대동다숲,84.7824,5
820,대동다숲,84.7824,2
820,대동다숲,84.7824,7
820,대동다숲,74.7797,8
820,대동다숲,84.9722,15
820,대동다숲,74.7797,1
820,대동다숲,74.7797,10
820,대동다숲,84.9722,5
820,대동다숲,84.7824,15
820,대동다숲,84.9722,6
820,대동다숲,84.9722,14
820,대동다숲,84.7824,12
820,대동다숲,74.7797,6
820,대동다숲,84.7824,13
820,대동다숲,84.9722,8
820,대동다숲,84.7824,14
820,대동다숲,84.7824,4
820,대동다숲,84.7824,1
820,대동다숲,74.7797,4
820,대동다숲,74.7797,11
820,대동다숲,84.7824,9
820,대동다숲,84.7824,11
820,대동다숲,84.7824,10
820,대동다숲,84.9722,12
820,대동다숲,84.9722,9
820,대동다숲,74.7797,2
820,대동다숲,84.7824,6
820,대동다숲,84.8833,7
820,대동다숲,84.9722,2
820,대동다숲,84.7824,8
820,대동다숲,84.7824,3
820,대동다숲,74.7797,14
820,대동다숲,74.7797,12
820,대동다숲,84.8833,5
820,대동다숲,84.9722,17
820,대동다숲,84.8833,1
820,대동다숲,74.7797,3
820,대동다숲,74.7797,7
820,대동다숲,84.8833,11
820,대동다숲,84.8833,12
820,대동다숲,84.9722,4
820,대동다숲,74.7797,15
820,대동다숲,84.9722,3
820,대동다숲,74.7797,5
820,대동다숲,74.7797,9
820,대동다숲,84.8833,4
787,대원칸타빌,84.902,5
787,대원칸타빌,133.852,4
787,대원칸타빌,84.902,14
787,대원칸타빌,84.902,15
787,대원칸타빌,84.902,12
787,대원칸타빌,59.989,6
787,대원칸타빌,84.902,10
787,대원칸타빌,84.902,3
787,대원칸타빌,59.989,12
787,대원칸타빌,133.852,9
787,대원칸타빌,84.902,2
787,대원칸타빌,84.902,4
787,대원칸타빌,84.902,6
787,대원칸타빌,84.902,7
787,대원칸타빌,108.045,4
787,대원칸타빌,84.902,8
787,대원칸타빌,59.989,13
787,대원칸타빌,59.989,3
787,대원칸타빌,59.989,9
787,대원칸타빌,59.989,4
787,대원칸타빌,108.045,6
787,대원칸타빌,59.989,5
787,대원칸타빌,59.989,7
787,대원칸타빌,84.902,9
787,대원칸타빌,59.989,14
787,대원칸타빌,59.989,15
787,대원칸타빌,59.989,2
787,대원칸타빌,84.902,11
787,대원칸타빌,59.989,11
787,대원칸타빌,133.852,1
787,대원칸타빌,108.045,13
787,대원칸타빌,108.045,11
750,동일하이빌,84.99,9
750,동일하이빌,74.89,1
750,동일하이빌,74.89,8
750,동일하이빌,74.89,2
750,동일하이빌,84.99,6
750,동일하이빌,74.89,7
750,동일하이빌,84.99,8
750,동일하이빌,84.99,3
750,동일하이빌,74.89,11
750,동일하이빌,84.99,16
750,동일하이빌,110.1,15
750,동일하이빌,74.89,12
750,동일하이빌,110.1,8
750,동일하이빌,84.99,5
750,동일하이빌,84.99,4
750,동일하이빌,84.99,11
750,동일하이빌,84.99,7
750,동일하이빌,74.89,6
750,동일하이빌,139.85,13
750,동일하이빌,74.89,9
750,동일하이빌,74.89,5
750,동일하이빌,110.1,6
750,동일하이빌,84.99,17
750,동일하이빌,110.1,5
750,동일하이빌,139.85,1
750,동일하이빌,74.89,4
750,동일하이빌,84.99,12
750,동일하이빌,84.99,15
750,동일하이빌,84.99,2
750,동일하이빌,110.1,17
750,동일하이빌,74.89,3
750,동일하이빌,84.99,13
750,동일하이빌,84.99,1
750,동일하이빌,110.1,4
737,메가트로피,19.24,11
737,메가트로피,19.11,10
737,메가트로피,23.32,6
737,메가트로피,19.24,5
737,메가트로피,19.24,9
737,메가트로피,19.11,7
737,메가트로피,19.11,12
737,메가트로피,18,8
737,메가트로피,19.11,3
737,메가트로피,19.24,4
737,메가트로피,19.24,6
737,메가트로피,23.32,5
737,메가트로피,19.24,12
737,메가트로피,19.24,3
737,메가트로피,19.2,5
737,메가트로피,19.11,9
737,메가트로피,18,9
737,메가트로피,23.32,10
737,메가트로피,18,6
737,메가트로피,19.11,11
737,메가트로피,18,3
737,메가트로피,23.32,7
1497,불당리더힐스,59.92,2
1497,불당리더힐스,59.7,12
1497,불당리더힐스,59.92,6
1497,불당리더힐스,59.7,7
1497,불당리더힐스,59.92,8
1497,불당리더힐스,84.54,22
1497,불당리더힐스,59.92,16
1497,불당리더힐스,74.59,14
1497,불당리더힐스,74.59,8
1497,불당리더힐스,59.92,19
1497,불당리더힐스,59.92,20
1497,불당리더힐스,74.59,10
1497,불당리더힐스,84.59,16
1497,불당리더힐스,59.7,9
1497,불당리더힐스,59.92,12
1497,불당리더힐스,74.59,13
1497,불당리더힐스,84.59,14
1497,불당리더힐스,84.54,4
1497,불당리더힐스,59.92,10
1497,불당리더힐스,59.7,11
1497,불당리더힐스,59.7,10
1497,불당리더힐스,59.7,1
1497,불당리더힐스,74.59,15
1497,불당리더힐스,59.92,13
1497,불당리더힐스,59.92,11
1497,불당리더힐스,59.7,15
1497,불당리더힐스,74.59,17
1497,불당리더힐스,59.92,3
1497,불당리더힐스,84.54,24
1497,불당리더힐스,59.7,6
1497,불당리더힐스,84.59,13
1497,불당리더힐스,59.92,17
1497,불당리더힐스,59.92,23
1497,불당리더힐스,74.59,4
1497,불당리더힐스,59.7,4
1497,불당리더힐스,59.92,18
1497,불당리더힐스,74.59,5
1497,불당리더힐스,84.54,6
1497,불당리더힐스,59.92,21
1497,불당리더힐스,84.59,10
1497,불당리더힐스,84.59,3
1497,불당리더힐스,84.59,22
1497,불당리더힐스,84.54,18
1497,불당리더힐스,59.92,14
1497,불당리더힐스,59.7,14
1497,불당리더힐스,59.92,9
1497,불당리더힐스,84.59,7
1497,불당리더힐스,59.92,24
1497,불당리더힐스,59.92,7
1497,불당리더힐스,59.92,15
1497,불당리더힐스,59.92,26
1497,불당리더힐스,84.59,12
1497,불당리더힐스,59.92,27
1497,불당리더힐스,59.92,25
1497,불당리더힐스,84.59,8
1497,불당리더힐스,59.7,8
1497,불당리더힐스,59.7,13
1497,불당리더힐스,74.59,11
757,불당아이파크,101.65,2
757,불당아이파크,84.95,4
757,불당아이파크,84.95,14
757,불당아이파크,84.95,5
757,불당아이파크,101.65,13
757,불당아이파크,84.95,2
757,불당아이파크,84.95,1
757,불당아이파크,84.95,13
757,불당아이파크,84.95,6
757,불당아이파크,84.95,7
757,불당아이파크,84.95,11
757,불당아이파크,84.95,9
757,불당아이파크,84.95,8
757,불당아이파크,101.65,5
757,불당아이파크,84.95,15
757,불당아이파크,101.65,12
757,불당아이파크,101.65,11
757,불당아이파크,84.95,12
757,불당아이파크,134.31,2
757,불당아이파크,101.65,8
757,불당아이파크,84.95,10
757,불당아이파크,134.31,9
757,불당아이파크,84.95,3
757,불당아이파크,101.65,1
757,불당아이파크,101.65,6
757,불당아이파크,101.65,9
757,불당아이파크,101.65,10
757,불당아이파크,134.31,10
757,불당아이파크,167.9,14
687,불당오딧세이,24.2689,9
687,불당오딧세이,25.3611,10
687,불당오딧세이,25.3611,5
687,불당오딧세이,25.3611,9
687,불당오딧세이,25.3913,3
687,불당오딧세이,25.3913,12
687,불당오딧세이,34.0468,15
687,불당오딧세이,34.0468,6
687,불당오딧세이,25.3913,10
687,불당오딧세이,25.3611,12
687,불당오딧세이,25.3611,14
687,불당오딧세이,25.3611,8
687,불당오딧세이,25.3913,8
687,불당오딧세이,25.3611,13
687,불당오딧세이,25.3913,14
687,불당오딧세이,25.3611,7
687,불당오딧세이,25.3611,15
687,불당오딧세이,25.3913,4
687,불당오딧세이,25.3611,3
687,불당오딧세이,25.3913,5
687,불당오딧세이,25.3611,4
687,불당오딧세이,34.0468,10
687,불당오딧세이,25.3611,6
687,불당오딧세이,25.3913,9
687,불당오딧세이,24.2689,13
687,불당오딧세이,24.2689,14
687,불당오딧세이,25.3913,13
687,불당오딧세이,34.0468,9
1503,불당이안,84.92,5
1503,불당이안,84.9,13
1503,불당이안,74.93,10
1503,불당이안,84.92,1
1503,불당이안,74.93,14
1503,불당이안,84.9,14
1503,불당이안,74.93,11
1503,불당이안,84.9,27
1503,불당이안,84.9,7
1503,불당이안,84.92,13
1503,불당이안,74.93,9
1503,불당이안,74.93,5
1503,불당이안,74.93,13
1503,불당이안,84.9,9
1503,불당이안,84.9,28
1503,불당이안,84.9,11
1503,불당이안,84.9,3
1503,불당이안,74.93,16
1503,불당이안,84.92,8
1503,불당이안,74.93,19
1503,불당이안,74.93,3
1503,불당이안,74.93,18
1503,불당이안,84.9,15
