읍면동,번지,본번,부번,단지명,매매전월세구분,전용면적(㎡),계약년월,계약일,거래금액(만원),월세,층,건축년도,해제사유발생일,거래유형
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,11,           798,            29,4,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,11,           703,            22,12,2019,,
불당동,1494,1494,0000,불당파크푸르지오2단지,전세,99.9938,10,12,"        45,000",             0,13,2018,,
불당동,1548,1548,0000,천안불당지웰더샵,전세,84.9709,10,12,"        42,000",             0,24,2016,,
불당동,787,0787,0000,대원칸타빌,전세,59.989,10,12,"        24,000",             0,13,2004,,
불당동,788,0788,0000,불당한성필하우스,전세,59.9813,10,12,"        17,000",             0,2,2004,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,12,"         6,798",             9,18,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         5,003",             7,13,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,12,"         4,198",            22,9,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.71,10,12,"         4,198",            22,14,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,12,"         4,198",            22,17,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,12,"         4,198",            22,20,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         3,103",            17,5,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         3,103",            17,16,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         3,103",            17,18,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         3,103",            17,8,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         3,103",            17,6,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         3,103",            17,16,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,12,"         3,103",            17,14,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,12,"         1,955",            10,4,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,12,"         1,955",            10,16,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,12,"         1,955",            10,20,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,12,           346,            13,9,2019,,
불당동,737,0737,0000,메가트로피,월세,19.11,10,12,           300,            35,9,2014,,
불당동,1503,1503,0000,불당이안,매매,84.92,10,13,"        54,000",0,24,2015,,
불당동,757,0757,0000,불당아이파크,매매,84.95,10,13,"        40,300",0,11,2004,,
불당동,1497,1497,0000,불당리더힐스,전세,59.7,10,13,"        27,000",             0,13,2016,,
불당동,1515,1515,0000,엘에이치천년나무7단지,월세,59.91,10,13,"        17,000",            30,5,2015,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.71,10,13,"         6,798",             9,4,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,13,"         2,755",             6,21,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.71,10,13,           798,            29,6,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,13,           655,            13,9,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,13,           603,            22,14,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,13,           455,            14,10,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,13,           355,            14,20,2019,,
불당동,1503,1503,0000,불당이안,매매,74.93,10,14,"        58,000",0,16,2015,,
불당동,1510,1510,0000,호반 베르디움 센트로 포레,전세,84.9387,10,14,"        38,000",             0,5,2017,,
불당동,1503,1503,0000,불당이안,전세,84.9,10,14,"        35,000",             0,9,2015,,
불당동,1503,1503,0000,불당이안,전세,84.92,10,14,"        34,500",             0,26,2015,,
불당동,1497,1497,0000,불당리더힐스,전세,59.92,10,14,"        26,250",             0,26,2016,,
불당동,757,0757,0000,불당아이파크,전세,84.95,10,14,"        26,200",             0,7,2004,,
불당동,788,0788,0000,불당한성필하우스,매매,59.9813,10,14,"        23,000",0,6,2004,,
불당동,1846,1846,0000,불당호반써밋플레이스센터시티,월세,98.2067,10,14,"        15,000",           140,7,2017,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,14,"         5,003",             7,16,2019,,
불당동,1548,1548,0000,천안불당지웰더샵,월세,99.1677,10,14,"         5,000",           200,12,2016,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,14,"         4,198",            22,4,2019,,
불당동,750,0750,0000,동일하이빌,월세,84.99,10,14,"         3,000",           120,1,2004,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,14,           798,            29,4,2019,,
불당동,1846,1846,0000,불당호반써밋플레이스센터시티,매매,98.2067,10,15,"        75,000",0,26,2017,,
불당동,1613,1613,0000,천안불당호반써밋플레이스,매매,84.7392,10,15,"        67,000",0,19,2017,,
불당동,1614,1614,0000,천안 불당 지웰시티푸르지오 2단지,전세,99.922,10,15,"        40,000",             0,7,2017,,
불당동,820,0820,0000,대동다숲,전세,74.7797,10,15,"        23,000",             0,5,2004,,
불당동,788,0788,0000,불당한성필하우스,매매,59.9813,10,15,"        21,700",0,3,2004,,
불당동,788,0788,0000,불당한성필하우스,월세,59.9813,10,15,"         3,000",            78,10,2004,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,월세,59.916,10,15,"         2,000",           100,13,2016,,
불당동,820,0820,0000,대동다숲,월세,74.7797,10,15,"         2,000",            98,7,2004,,
불당동,757,0757,0000,불당아이파크,월세,167.9,10,17,"        30,000",           150,14,2004,,
불당동,1546,1546,0000,천안불당린스트라우스2단지,월세,113.3359,10,17,"        10,000",           250,11,2017,,
불당동,820,0820,0000,대동다숲,전세,84.7824,10,18,"        25,000",             0,3,2004,,
불당동,1497,1497,0000,불당리더힐스,월세,74.59,10,18,"         3,000",           110,17,2016,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,18,"         2,755",             6,3,2019,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,월세,59.916,10,18,"         2,000",           100,15,2016,,
불당동,1498,1498,0000,천안불당 지웰푸르지오,전세,99.995,10,19,"        39,500",             0,9,2016,,
불당동,757,0757,0000,불당아이파크,월세,84.95,10,19,"        20,000",            38,2,2004,,
불당동,788,0788,0000,불당한성필하우스,전세,59.9813,10,19,"        20,000",             0,14,2004,,
불당동,820,0820,0000,대동다숲,전세,74.7797,10,19,"        19,950",             0,1,2004,,
불당동,820,0820,0000,대동다숲,월세,84.7824,10,19,"         4,000",           100,5,2004,,
불당동,1466,1466,0000,천안불당금호어울림,월세,84.94,10,19,"         2,000",           125,20,2020,,
불당동,1497,1497,0000,불당리더힐스,월세,59.92,10,19,"         1,000",            95,15,2016,,
불당동,820,0820,0000,대동다숲,매매,74.7797,10,2,"        34,000",0,9,2004,,
불당동,757,0757,0000,불당아이파크,전세,84.95,10,2,"        30,000",             0,7,2004,,
불당동,1289,1289,0000,펜타포트(103동),매매,169.256,10,20,"       107,000",0,16,2011,,
불당동,1846,1846,0000,불당호반써밋플레이스센터시티,전세,112.4974,10,20,"        58,000",             0,15,2017,,
불당동,1510,1510,0000,호반 베르디움 센트로 포레,매매,84.9387,10,20,"        57,000",0,14,2017,,
불당동,788,0788,0000,불당한성필하우스,전세,59.9813,10,20,"        20,500",             0,4,2004,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,20,"         6,798",             9,3,2019,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,월세,99.9759,10,20,"         5,000",           165,9,2016,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,20,"         2,755",             6,15,2019,,
불당동,820,0820,0000,대동다숲,월세,74.7797,10,20,"         2,000",            90,9,2004,,
불당동,750,0750,0000,동일하이빌,매매,84.99,10,21,"        41,000",0,2,2004,,
불당동,1494,1494,0000,불당파크푸르지오2단지,월세,110.9945,10,21,"        35,700",            53,17,2018,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,21,"         6,798",             9,4,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,21,"         6,798",             9,8,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,21,"         5,003",             7,17,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,전세,26.48,10,21,"         5,003",             0,17,2019,,
불당동,687,0687,0000,불당오딧세이,월세,34.0468,10,21,"         2,000",            80,9,2019,,
불당동,1846,1846,0000,불당호반써밋플레이스센터시티,매매,98.2067,10,22,"        74,000",0,11,2017,,
불당동,1548,1548,0000,천안불당지웰더샵,전세,99.3422,10,22,"        55,500",             0,11,2016,,
불당동,757,0757,0000,불당아이파크,매매,84.95,10,22,"        42,300",0,12,2004,,
불당동,1503,1503,0000,불당이안,전세,84.9,10,22,"        32,550",             0,17,2015,,
불당동,787,0787,0000,대원칸타빌,전세,84.902,10,22,"        31,800",             0,4,2004,,
불당동,820,0820,0000,대동다숲,전세,84.7824,10,22,"        24,000",             0,10,2004,,
불당동,757,0757,0000,불당아이파크,전세,84.95,10,23,"        30,000",             0,8,2004,,
불당동,1515,1515,0000,엘에이치천년나무7단지,매매,59.91,10,24,"        43,000",0,5,2015,,
불당동,750,0750,0000,동일하이빌,월세,74.89,10,24,"        30,000",            10,1,2004,,
불당동,1492,1492,0000,불당파크푸르지오1단지,매매,110.9945,10,25,"        88,000",0,5,2018,,
불당동,1510,1510,0000,호반 베르디움 센트로 포레,매매,84.8939,10,25,"        62,000",0,16,2017,,
불당동,1292,1292,0000,펜타포트(101동102동),전세,113.723,10,25,"        50,000",             0,16,2011,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,25,"         2,028",             9,18,2019,,
불당동,1846,1846,0000,불당호반써밋플레이스센터시티,전세,98.2067,10,26,"        50,000",             0,20,2017,,
불당동,1846,1846,0000,불당호반써밋플레이스센터시티,전세,84.9694,10,26,"        43,000",             0,14,2017,,
불당동,750,0750,0000,동일하이빌,전세,84.99,10,26,"        29,400",             0,4,2004,,
불당동,787,0787,0000,대원칸타빌,매매,84.902,10,26,"        25,000",0,10,2004,,
불당동,820,0820,0000,대동다숲,월세,84.7824,10,26,"         3,000",           100,14,2004,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,26,"         2,528",             6,2,2019,,
불당동,1548,1548,0000,천안불당지웰더샵,전세,84.7278,10,27,"        45,000",             0,19,2016,,
불당동,1498,1498,0000,천안불당 지웰푸르지오,전세,84.992,10,27,"        35,000",             0,1,2016,,
불당동,1497,1497,0000,불당리더힐스,전세,74.59,10,27,"        28,000",             0,15,2016,,
불당동,788,0788,0000,불당한성필하우스,매매,59.9813,10,27,"        25,000",0,11,2004,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,27,"         6,798",             9,13,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,27,"         6,798",             9,6,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,27,"         5,003",             7,5,2019,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,26.48,10,27,"         5,003",             7,16,2019,,
불당동,713,0713,0000,이노스위트,월세,16.11,10,27,           500,            34,3,2017,,
불당동,1498,1498,0000,천안불당 지웰푸르지오,매매,84.992,10,28,"        57,000",0,14,2016,,
불당동,750,0750,0000,동일하이빌,전세,84.99,10,28,"        37,000",             0,2,2004,,
불당동,757,0757,0000,불당아이파크,전세,84.95,10,28,"        30,450",             0,4,2004,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,전세,59.916,10,28,"        28,000",             0,8,2016,,
불당동,1497,1497,0000,불당리더힐스,전세,59.7,10,28,"        26,000",             0,13,2016,,
불당동,757,0757,0000,불당아이파크,월세,84.95,10,28,"         3,000",           110,14,2004,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,전세,99.9759,10,29,"        48,000",             0,12,2016,,
불당동,820,0820,0000,대동다숲,매매,74.7797,10,29,"        29,000",0,2,2004,,
불당동,788,0788,0000,불당한성필하우스,전세,59.9813,10,29,"        20,000",             0,10,2004,,
불당동,820,0820,0000,대동다숲,전세,84.8833,10,29,"        19,500",             0,4,2004,,
불당동,1497,1497,0000,불당리더힐스,월세,74.59,10,29,"         2,000",           120,11,2016,,
불당동,1548,1548,0000,천안불당지웰더샵,전세,84.9709,10,3,"        45,000",             0,4,2016,,
불당동,788,0788,0000,불당한성필하우스,전세,59.9813,10,3,"        18,900",             0,8,2004,,
불당동,1497,1497,0000,불당리더힐스,전세,74.59,10,30,"        27,000",             0,5,2016,,
불당동,788,0788,0000,불당한성필하우스,전세,59.9813,10,30,"        17,000",             0,3,2004,,
불당동,1494,1494,0000,불당파크푸르지오2단지,매매,110.9945,10,31,"        75,500",0,2,2018,,
불당동,1613,1613,0000,천안불당호반써밋플레이스,매매,84.9815,10,31,"        60,000",0,3,2017,,
불당동,1545,1545,0000,천안불당린스트라우스1단지,전세,84.9729,10,31,"        44,000",             0,18,2017,,
불당동,1503,1503,0000,불당이안,전세,84.9,10,31,"        34,000",             0,22,2015,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,16.52,10,31,"         2,528",             6,2,2019,,
불당동,1510,1510,0000,호반 베르디움 센트로 포레,전세,84.8939,10,4,"        40,000",             0,21,2017,,
불당동,787,0787,0000,대원칸타빌,매매,84.902,10,4,"        35,000",0,12,2004,,
불당동,1503,1503,0000,불당이안,전세,84.9,10,4,"        33,000",             0,6,2015,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,전세,59.916,10,4,"        30,400",             0,7,2016,,
불당동,1510,1510,0000,호반 베르디움 센트로 포레,월세,97.3742,10,4,"         4,000",           150,3,2017,,
불당동,1548,1548,0000,천안불당지웰더샵,전세,84.9709,10,5,"        45,000",             0,12,2016,,
불당동,1548,1548,0000,천안불당지웰더샵,전세,84.7278,10,5,"        44,000",             0,17,2016,,
불당동,787,0787,0000,대원칸타빌,전세,84.902,10,5,"        32,000",             0,10,2004,,
불당동,1270,1270,0000,한화꿈에그린,전세,127.2354,10,5,"        30,400",             0,3,2009,,
불당동,787,0787,0000,대원칸타빌,매매,59.989,10,5,"        27,000",0,13,2004,,
불당동,1497,1497,0000,불당리더힐스,전세,59.92,10,5,"        25,000",             0,14,2016,,
불당동,788,0788,0000,불당한성필하우스,매매,59.9813,10,5,"        24,000",0,3,2004,,
불당동,687,0687,0000,불당오딧세이,매매,25.3611,10,5,"        11,100",0,9,2019,,
불당동,1494,1494,0000,불당파크푸르지오2단지,전세,99.9938,10,6,"        46,000",             0,16,2018,,
불당동,820,0820,0000,대동다숲,매매,84.7824,10,6,"        33,500",0,2,2004,,
불당동,757,0757,0000,불당아이파크,전세,84.95,10,6,"        26,000",             0,2,2004,,
불당동,1289,1289,0000,펜타포트(103동),매매,144.445,10,7,"        90,500",0,9,2011,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,전세,59.916,10,7,"        26,000",             0,8,2016,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,전세,59.916,10,7,"        26,000",             0,2,2016,,
불당동,787,0787,0000,대원칸타빌,전세,84.902,10,7,"        25,000",             0,10,2004,,
불당동,788,0788,0000,불당한성필하우스,매매,59.9813,10,7,"        24,050",0,5,2004,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,전세,59.916,10,7,"        24,000",             0,14,2016,,
불당동,687,0687,0000,불당오딧세이,매매,25.3611,10,7,"        11,000",0,7,2019,,
불당동,788,0788,0000,불당한성필하우스,월세,59.9813,10,7,"        10,000",            50,7,2004,,
불당동,1546,1546,0000,천안불당린스트라우스2단지,월세,113.3359,10,7,"         3,000",           158,15,2017,,
불당동,820,0820,0000,대동다숲,월세,84.9722,10,7,"         2,000",           110,15,2004,,
불당동,1463,1463,0000,천안불당엘에이치1단지,월세,36.53,10,7,           740,            15,25,2019,,
불당동,750,0750,0000,동일하이빌,전세,110.1,10,8,"        37,000",             0,4,2004,,
불당동,1811,1811,0000,불당호반베르디움TheFirst,전세,59.916,10,8,"        28,000",             0,7,2016,,
불당동,757,0757,0000,불당아이파크,월세,84.95,10,8,"         2,000",           115,2,2004,,
불당동,1614,1614,0000,천안 불당 지웰시티푸르지오 2단지,월세,99.9342,10,9,"        10,000",           150,14,2017,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,1,14,"         7,400",0,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,전세,59.35,1,17,"         5,500",             0,7,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,1,26,           500,            40,3,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,1,3,"         6,850",0,5,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,1,9,"         7,000",0,8,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,전세,59.35,1,9,"         5,000",             0,3,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,51.9,2,22,"         5,970",0,2,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,2,8,           500,            35,8,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,2,9,           500,            40,1,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,39.9,3,16,"         5,000",0,10,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,51.9,3,19,"         5,900",0,1,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,3,29,           500,            45,3,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,3,4,"         7,800",0,7,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,3,7,           500,            37,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,12,"         7,000",0,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,14,"         8,200",0,5,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,16,"         7,300",0,2,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,2,"         7,500",0,7,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,20,"         7,800",0,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,23,"         7,400",0,4,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,4,"         7,500",0,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,4,"         6,750",0,7,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,8,"         7,600",0,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,39.9,4,8,"         5,300",0,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,4,9,"         7,700",0,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,5,11,           500,            35,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,5,14,"         6,600",0,1,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,5,15,"         6,900",0,8,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,5,16,"         7,500",0,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,5,17,"         7,400",0,4,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,5,21,"         6,600",0,1,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,5,26,"         6,600",0,1,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,전세,59.35,6,11,"         6,000",             0,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,6,2,"         6,550",0,1,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,6,20,"         7,700",0,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,7,11,"         8,100",0,4,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,7,15,"         8,000",0,8,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,7,16,"         7,900",0,1,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,7,20,           500,            30,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,7,23,           500,            45,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,월세,59.35,7,26,           500,            45,2,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,7,6,"         8,100",0,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,51.9,8,20,"         6,800",0,10,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,8,22,"         7,800",0,3,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,8,24,"         8,300",0,9,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,10,13,"         8,000",0,8,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,10,4,"         7,950",0,6,2003,,
성거읍 문덕리,231-6,0231,0006,하늘빛,매매,59.35,10,8,"         8,500",0,8,2003,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,1,27,"        11,000",            15,24,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,2,11,"        13,000",            15,5,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,2,16,"        13,000",            15,3,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,2,16,"         9,000",            15,14,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,2,16,"         9,000",            15,10,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,2,18,"         9,000",            15,20,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.9297,2,18,"         9,000",            15,12,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,2,21,"        13,000",            15,21,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,2,21,"        11,000",            15,11,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,2,21,"         9,000",            15,12,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,2,22,"        13,000",            15,27,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,2,23,"         9,000",            15,27,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.8479,2,23,"         7,000",            15,17,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,2,24,"        11,000",            15,20,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,2,24,"        11,000",            15,18,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.8479,2,24,"         7,000",            15,21,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,2,25,"         9,000",            15,22,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,2,3,"        13,000",            15,2,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,2,3,"        11,000",            15,10,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,2,7,"        11,000",            15,7,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,2,7,"         9,000",            15,4,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.8479,2,8,"         7,000",            15,3,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,2,9,"        11,000",            15,28,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,10,"         9,000",            15,15,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,3,11,"        13,000",            15,14,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,11,"        11,000",            15,15,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,11,"         9,000",            15,24,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,11,"         9,000",            15,4,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.8479,3,11,"         7,000",            15,13,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,3,15,"        13,000",            15,14,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,3,15,"        13,000",            15,23,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,3,15,"        13,000",            15,6,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,15,"        11,000",            15,18,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,15,"        11,000",            15,10,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,15,"        11,000",            15,13,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,15,"         9,000",            15,13,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,15,"         9,000",            15,13,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,16,"        11,000",            15,22,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,16,"        11,000",            15,24,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,16,"        11,000",            15,8,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,16,"        11,000",            15,6,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,16,"        11,000",            15,8,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,16,"        11,000",            15,9,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,16,"         9,000",            15,5,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.5457,3,16,"         7,000",            15,13,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.8479,3,16,"         7,000",            15,7,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,17,"        11,000",            15,25,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,17,"        11,000",            15,27,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,17,"         9,000",            15,18,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.5457,3,17,"         7,000",            15,7,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,43.5457,3,17,"         3,000",            35,7,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,3,18,"        13,000",            15,9,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,84.8089,3,18,"        13,000",            15,2,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,18,"        11,000",            15,23,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,72.7084,3,18,"        11,000",            15,11,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,18,"         9,000",            15,6,2016,,
성거읍 송남리,585,0585,0000,북천안자이에뜨,월세,59.766,3,18,"         9,000",            15,26,2016,,
