dong,address,par_add,sub_add,name,deal,area,month,day,acount,rent,floor,year,property,station_area
두정동,63,63,6,두정역효성해링턴플레이스,월세,71.42,10,17,4500,100,29,2020,중개거래,두정역
두정동,63,63,6,두정역효성해링턴플레이스,월세,59.96,10,18,2000,100,15,2020,중개거래,두정역
두정동,63,63,6,두정역효성해링턴플레이스,월세,59.92,10,19,1000,88,14,2020,중개거래,두정역
두정동,63,63,6,두정역효성해링턴플레이스,월세,59.86,10,22,2000,100,26,2020,중개거래,두정역
두정동,63,63,6,두정역효성해링턴플레이스,월세,59.92,10,29,2000,95,17,2020,중개거래,두정역
두정동,63,63,6,두정역효성해링턴플레이스,월세,71.42,10,3,2000,105,3,2020,중개거래,두정역
두정동,63,63,6,두정역효성해링턴플레이스,월세,59.92,10,5,2000,100,26,2020,중개거래,두정역
두정동,63,63,6,두정역효성해링턴플레이스,월세,59.86,10,7,5000,85,9,2020,중개거래,두정역
두정동,1480,1480,0,두정하이빌2,월세,27.36,1,23,5000,25,6,2014,중개거래,두정역
두정동,1480,1480,0,두정하이빌2,월세,43.2,4,12,5000,50,5,2014,중개거래,두정역
두정동,1480,1480,0,두정하이빌2,월세,24,8,26,500,42,6,2014,중개거래,두정역
두정동,1475,1475,0,라사리아,월세,20.88,3,31,1000,30,8,2012,중개거래,
두정동,1475,1475,0,라사리아,월세,34.99,5,11,2000,43,4,2012,중개거래,
두정동,1475,1475,0,라사리아,월세,20.88,7,2,2000,20,6,2012,중개거래,
두정동,1475,1475,0,라사리아,월세,20.88,7,6,1000,30,8,2012,중개거래,
두정동,1475,1475,0,라사리아,월세,20.88,8,18,2000,18,8,2012,중개거래,
두정동,1475,1475,0,라사리아,월세,20.88,9,15,1000,30,4,2012,중개거래,
두정동,1475,1475,0,라사리아,월세,20.88,9,23,2000,9,3,2012,중개거래,
두정동,1348,1348,0,라온시티,월세,23.43,1,12,500,36,8,2013,중개거래,
두정동,1348,1348,0,라온시티,월세,23.43,1,12,200,39,8,2013,중개거래,
두정동,1430,1430,0,리베하임,월세,18.62,2,22,200,31,3,2012,중개거래,
두정동,1430,1430,0,리베하임,월세,23.4,2,24,500,32,6,2012,중개거래,
두정동,1430,1430,0,리베하임,월세,18.62,5,31,300,29,3,2012,중개거래,
두정동,1430,1430,0,리베하임,월세,18.62,7,8,300,32,6,2012,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,1,10,1000,33,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,1,10,500,38,5,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,1,4,200,41,4,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,1,6,500,38,9,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,2,20,500,40,5,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,2,21,500,40,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,2,23,500,40,4,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,3,24,300,43,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,3,29,1000,31,7,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,3,5,300,41,9,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,3,5,300,41,9,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,4,12,500,41,9,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,4,29,300,43,7,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,4,29,300,43,7,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,5,14,500,43,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,5,18,1500,33,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,6,20,500,42,6,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,6,25,500,42,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,6,25,500,42,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,6,8,500,42,9,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,20.88,8,9,300,43,8,2013,중개거래,
두정동,1311,1311,0,리찌하우스,월세,22.23,10,23,500,36,9,2013,중개거래,
두정동,1318,1318,0,모던타워,월세,23.75,4,17,1400,22,6,2012,중개거래,
두정동,1318,1318,0,모던타워,월세,23.75,4,29,500,12,2,2012,중개거래,
두정동,1318,1318,0,모던타워,월세,23.75,9,14,500,30,2,2012,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,1,14,300,35,12,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,1,21,500,35,5,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,22.43,2,22,300,35,11,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,4,1,3000,20,6,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,4,6,1500,29,4,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,6,25,3000,20,6,2014,직거래,
두정동,1359,1359,0,벨라지오,월세,21.86,6,9,300,35,12,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,7,12,2000,25,7,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,22.43,7,15,500,30,9,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,10,14,300,40,5,2014,중개거래,
두정동,1359,1359,0,벨라지오,월세,21.86,10,24,300,38,7,2014,직거래,
두정동,606,606,0,부경파크빌,월세,84.9605,5,4,3000,100,11,2003,중개거래,
두정동,606,606,0,부경파크빌,월세,84.9605,6,22,2000,80,4,2003,중개거래,
두정동,606,606,0,부경파크빌,월세,84.9605,7,25,3000,80,5,2003,중개거래,
두정동,606,606,0,부경파크빌,월세,84.9605,7,26,1000,85,1,2003,중개거래,
두정동,606,606,0,부경파크빌,월세,84.9605,7,26,1000,90,1,2003,중개거래,
두정동,1450,1450,0,서울highvillⅠ,월세,20.76,2,16,300,35,9,2013,중개거래,
두정동,1450,1450,0,서울highvillⅠ,월세,20.76,2,4,300,35,5,2013,중개거래,
두정동,665,665,0,서해그랑블,월세,84.9333,2,16,2000,85,11,2004,중개거래,
두정동,665,665,0,서해그랑블,월세,84.9333,3,26,2000,90,2,2004,중개거래,
두정동,665,665,0,서해그랑블,월세,84.9333,8,19,3000,80,12,2004,중개거래,
두정동,665,665,0,서해그랑블,월세,84.9333,8,19,3000,80,12,2004,직거래,
두정동,665,665,0,서해그랑블,월세,106.1115,8,4,2000,100,7,2004,중개거래,
두정동,1451,1451,0,석성빌,월세,22.36,2,26,1300,32,3,2013,중개거래,
두정동,1451,1451,0,석성빌,월세,26.93,4,16,1400,35,5,2013,중개거래,
두정동,1451,1451,0,석성빌,월세,22.995,5,26,300,38,4,2013,중개거래,
두정동,1451,1451,0,석성빌,월세,22.995,7,1,300,38,4,2013,중개거래,
두정동,1451,1451,0,석성빌,월세,22.995,7,15,1000,41,3,2013,중개거래,
두정동,603,603,0,세광엔리치빌2,월세,84.9932,3,14,2000,100,8,2003,중개거래,
두정동,603,603,0,세광엔리치빌2,월세,84.9932,4,19,2000,80,8,2003,직거래,
두정동,605,605,0,세광엔리치빌3,월세,84.9932,1,12,2000,90,8,2003,중개거래,
두정동,605,605,0,세광엔리치빌3,월세,84.9932,2,27,6000,60,5,2003,중개거래,
두정동,605,605,0,세광엔리치빌3,월세,84.9932,4,2,1500,80,6,2003,중개거래,
두정동,605,605,0,세광엔리치빌3,월세,84.9932,7,16,3000,90,11,2003,중개거래,
두정동,1408,1408,0,세종타워빌,월세,19.98,6,11,1500,30,4,2014,중개거래,
두정동,1408,1408,0,세종타워빌,월세,20.5,7,15,2000,25,4,2014,직거래,
두정동,1408,1408,0,세종타워빌,월세,20.5,7,2,1000,35,3,2014,중개거래,
두정동,1408,1408,0,세종타워빌,월세,19.98,8,29,500,40,7,2014,중개거래,
두정동,1449,1449,0,센텀타워,월세,83.89,6,2,1000,94,6,2016,중개거래,
두정동,1449,1449,0,센텀타워,월세,84.02,9,21,2000,100,5,2016,중개거래,
두정동,1473,1473,0,스마트홈,월세,18.095,2,13,1500,25,2,2012,중개거래,
두정동,1473,1473,0,스마트홈,월세,19.08,8,3,2000,25,6,2012,중개거래,
두정동,1473,1473,0,스마트홈,월세,19.08,8,8,2000,25,5,2012,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.6,1,21,300,35,3,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.6,1,28,1000,31,7,2015,직거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.37,2,12,300,35,11,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.37,2,18,1000,31,6,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.37,2,18,300,35,4,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,19.6,2,25,1000,31,4,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.6,2,5,300,35,10,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.37,3,2,300,35,8,2015,직거래,
두정동,1464,1464,0,아크로텔천안두정,월세,19.3,3,23,500,40,8,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.6,3,5,1000,31,5,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.6,4,15,300,37,7,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.37,6,10,300,40,4,2015,직거래,
두정동,1464,1464,0,아크로텔천안두정,월세,17.6,6,29,300,40,8,2015,중개거래,
두정동,1464,1464,0,아크로텔천안두정,월세,19.6,7,7,300,40,8,2015,중개거래,
두정동,1315,1315,0,에프엠20,월세,19.41,1,10,200,32,2,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,19.4,3,19,100,37,7,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,20.14,6,22,100,28,6,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,19.4,7,18,1500,18,4,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,19.41,8,15,500,30,4,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,21.58,8,30,3500,5,7,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,19.41,9,20,2000,17,5,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,19.4,10,20,300,40,6,2013,중개거래,
두정동,1315,1315,0,에프엠20,월세,19.85,10,27,1500,17,2,2013,직거래,
두정동,1373,1373,0,에프엠22,월세,22.3342,2,21,1500,25,4,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,21.934,2,28,1500,30,6,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,21.934,3,1,1000,30,4,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,23.9564,3,3,2000,22,4,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,21.934,4,30,1500,23,8,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,22.251,5,16,200,38,9,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,21.934,5,24,1500,24,4,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,22.3342,5,27,2000,20,10,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,22.251,6,13,200,46,2,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,22.251,6,22,2000,17,3,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,21.934,7,1,200,35,5,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,21.934,8,1,346,6,2,2015,직거래,
두정동,1373,1373,0,에프엠22,월세,21.934,8,19,2000,20,9,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,21.934,8,19,1500,30,6,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,22.251,10,20,2000,25,2,2015,중개거래,
두정동,1373,1373,0,에프엠22,월세,22.3342,10,4,2000,20,3,2015,직거래,
두정동,1474,1474,0,엠포리오,월세,17.874,3,4,300,35,4,2013,중개거래,
두정동,1474,1474,0,엠포리오,월세,17.5902,7,4,300,38,7,2013,중개거래,
두정동,1365,1365,0,오렌지빌,월세,15.67,5,24,200,32,5,2013,중개거래,
두정동,1365,1365,0,오렌지빌,월세,15,5,3,500,32,4,2013,중개거래,
두정동,1365,1365,0,오렌지빌,월세,15.25,7,11,300,34,3,2013,중개거래,
두정동,1365,1365,0,오렌지빌,월세,15.67,7,20,300,34,3,2013,중개거래,
두정동,1365,1365,0,오렌지빌,월세,15.67,7,31,300,34,4,2013,중개거래,
두정동,1365,1365,0,오렌지빌,월세,15.25,7,9,300,34,6,2013,직거래,
두정동,1365,1365,0,오렌지빌,월세,15.25,9,13,300,34,5,2013,중개거래,
두정동,1596,1596,0,우남1차,월세,84.9154,5,31,3000,85,7,2003,중개거래,두정역
두정동,1596,1596,0,우남1차,월세,84.9154,6,18,6000,70,15,2003,직거래,두정역
두정동,1596,1596,0,우남1차,월세,84.9154,7,18,2000,85,7,2003,중개거래,두정역
두정동,1596,1596,0,우남1차,월세,84.9154,7,18,2000,85,7,2003,중개거래,두정역
두정동,1607,1607,0,우남2차,월세,84.9154,10,6,2000,85,1,2003,중개거래,두정역
두정동,1607,1607,0,우남2차,월세,84.9154,10,6,2000,85,1,2003,중개거래,두정역
두정동,1864,1864,0,우성,월세,59.695,2,12,3200,50,9,1996,직거래,
두정동,1864,1864,0,우성,월세,59.695,4,16,1600,51,1,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,4,18,15000,20,3,1996,중개거래,
두정동,1864,1864,0,우성,월세,84.855,4,25,1000,80,14,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,5,11,500,50,15,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,5,7,1000,65,4,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,7,23,1050,53,15,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,7,28,1000,70,13,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,8,18,13700,18,8,1996,중개거래,
두정동,1864,1864,0,우성,월세,84.855,8,19,6000,60,15,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,8,29,1000,70,7,1996,중개거래,
두정동,1864,1864,0,우성,월세,59.695,9,14,1000,80,14,1996,중개거래,
두정동,1864,1864,0,우성,월세,84.855,9,23,2000,100,10,1996,중개거래,
두정동,1221,1221,0,이편한세상,월세,84.967,2,7,2000,100,3,2004,중개거래,
두정동,1221,1221,0,이편한세상,월세,84.967,5,13,5000,85,10,2004,중개거래,
두정동,1221,1221,0,이편한세상,월세,84.967,9,3,3000,80,13,2004,중개거래,
두정동,2055,2055,0,이편한세상-천안두정2차,월세,84.7664,1,14,3000,120,17,2013,중개거래,
두정동,2055,2055,0,이편한세상-천안두정2차,월세,84.8801,1,17,4000,100,10,2013,중개거래,
두정동,2055,2055,0,이편한세상-천안두정2차,월세,84.7664,2,5,20000,50,11,2013,중개거래,
두정동,2055,2055,0,이편한세상-천안두정2차,월세,72.6915,2,7,3000,90,2,2013,중개거래,
두정동,2055,2055,0,이편한세상-천안두정2차,월세,72.6915,3,30,2000,100,11,2013,직거래,
두정동,2055,2055,0,이편한세상-천안두정2차,월세,72.6915,8,21,4000,75,18,2013,중개거래,
두정동,2055,2055,0,이편한세상-천안두정2차,월세,84.7664,9,23,3000,120,17,2013,중개거래,
두정동,527,527,0,주공그린(8단지),월세,59.97,1,16,1000,65,9,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,1,17,1000,65,4,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,1,20,1000,70,14,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,1,20,1000,70,14,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,1,29,1000,50,3,1996,직거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,1,3,1700,60,6,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,1,8,1000,40,14,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,2,13,500,50,5,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,2,18,1000,70,18,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,2,25,11000,20,17,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,2,4,1300,44,20,1996,직거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,2,8,1700,44,19,1996,직거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,3,12,1000,50,3,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,3,3,500,50,3,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,4,11,1890,42,10,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,4,12,1500,65,4,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,4,15,500,50,20,1996,직거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,4,19,500,50,4,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,4,20,1000,65,13,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,4,20,1000,75,18,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,4,23,1000,70,16,1996,직거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,4,27,500,50,13,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,5,10,1000,65,13,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,5,19,1000,70,2,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,5,25,1500,70,10,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,5,9,1000,65,4,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,49.96,6,10,2000,50,18,1996,직거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,6,13,1000,60,18,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,7,21,1000,70,3,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,7,28,1000,70,10,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,7,8,1000,45,11,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,7,9,500,50,16,1996,직거래,두정역
두정동,527,527,0,주공그린(8단지),월세,49.96,8,11,500,53,6,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,8,24,1000,70,17,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,8,26,10000,35,19,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,8,31,1000,53,17,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,8,31,1000,60,4,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,8,9,2000,65,15,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,9,15,1000,70,15,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,9,2,1000,70,9,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,49.96,9,2,1000,60,3,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,9,20,1000,75,16,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,9,27,500,50,1,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,39.99,9,27,500,50,1,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,10,10,1000,70,16,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,59.97,10,12,3000,42,12,1996,중개거래,두정역
두정동,527,527,0,주공그린(8단지),월세,49.96,10,21,500,55,3,1996,직거래,두정역
두정동,581,581,0,천안두정엘에이치1단지,월세,16.85,10,11,1544,8,6,2019,중개거래,
두정동,581,581,0,천안두정엘에이치1단지,월세,16.85,10,11,644,10,6,2019,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,1,10,300,30,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,20.57,1,15,1000,25,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,20.57,1,15,300,32,9,2013,직거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,1,19,300,35,8,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,1,2,300,30,9,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,1,2,300,30,8,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,1,22,1000,30,3,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,1,25,300,31,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,1,4,300,30,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,1,5,300,30,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,2,19,300,33,12,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,2,26,1000,30,8,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,2,3,300,30,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,20.57,2,5,2000,20,8,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,2,5,300,30,3,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,2,9,300,31,3,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,20.57,3,14,300,33,9,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,3,29,300,35,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,29.82,4,1,3000,30,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,4,14,200,33,9,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,4,30,1000,25,12,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,4,8,300,35,7,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,5,19,300,35,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,5,2,300,33,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,5,23,1500,15,5,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,5,31,500,35,4,2013,직거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,5,31,500,35,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,6,24,300,34,5,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,6,27,300,30,7,2013,직거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,29.82,7,16,1000,40,12,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,7,20,300,32,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,20.57,7,30,500,30,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,8,12,300,35,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,8,12,300,35,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,8,19,300,30,7,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,8,31,500,35,5,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,8,6,3000,15,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,9,12,300,35,8,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,9,14,300,35,11,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,9,28,300,40,7,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,9,30,300,35,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,23.21,9,5,500,35,4,2013,중개거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,19.47,10,24,300,37,10,2013,직거래,
두정동,1293,1293,0,천안펜타폴리스2차,월세,18.11,10,27,300,35,10,2013,중개거래,
두정동,1303,1303,0,카리브힐타운1,월세,21.17,8,18,1000,7,5,2011,중개거래,
두정동,1310,1310,0,카사보니따,월세,22.99,1,27,500,34,5,2013,중개거래,
두정동,1310,1310,0,카사보니따,월세,23.595,2,16,1000,30,2,2013,중개거래,
두정동,1310,1310,0,카사보니따,월세,22.99,2,5,500,34,3,2013,직거래,
두정동,1310,1310,0,카사보니따,월세,22.99,8,26,400,30,4,2013,중개거래,
두정동,1310,1310,0,카사보니따,월세,22.99,10,4,500,37,3,2013,중개거래,
두정동,1459,1459,0,코스모빌1,월세,29.6,1,17,1500,39,7,2014,직거래,
두정동,1459,1459,0,코스모빌1,월세,35.61,3,3,500,49,4,2014,중개거래,
두정동,1459,1459,0,코스모빌1,월세,35.61,7,21,500,48,4,2014,중개거래,
두정동,1478,1478,0,팔라디움,월세,19.916,3,19,1500,20,6,2013,중개거래,
두정동,1478,1478,0,팔라디움,월세,18.892,3,21,300,36,7,2013,중개거래,
두정동,1478,1478,0,팔라디움,월세,20.1702,4,16,300,19,8,2013,중개거래,
두정동,1478,1478,0,팔라디움,월세,18.892,6,19,1500,19,3,2013,중개거래,
두정동,1478,1478,0,팔라디움,월세,19.921,7,1,1500,11,3,2013,직거래,
두정동,1478,1478,0,팔라디움,월세,19.676,7,12,1500,23,4,2013,중개거래,
두정동,1478,1478,0,팔라디움,월세,19.921,7,7,1500,30,7,2013,중개거래,
두정동,1478,1478,0,팔라디움,월세,20.1702,8,15,300,27,6,2013,중개거래,
두정동,1478,1478,0,팔라디움,월세,20.1702,9,9,1500,16,5,2013,중개거래,
두정동,1338,1338,0,프라임타워,월세,32.895,1,8,2000,50,2,2013,중개거래,
두정동,1338,1338,0,프라임타워,월세,32.895,6,9,2000,35,3,2013,중개거래,
두정동,1338,1338,0,프라임타워,월세,18.36,8,19,200,34,3,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.541,1,8,2000,25,9,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.6958,4,1,1400,20,3,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,19.914,4,20,300,35,10,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.541,4,9,1200,25,7,2013,직거래,
두정동,1283,1283,0,프라지움,월세,20.541,5,26,300,35,9,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.541,6,23,3000,15,10,2013,직거래,
두정동,1283,1283,0,프라지움,월세,20.541,6,7,300,35,6,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.541,7,15,300,35,8,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,19.914,7,5,300,35,7,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.541,8,6,300,36,8,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.541,9,26,300,32,8,2013,직거래,
두정동,1283,1283,0,프라지움,월세,20.541,9,6,200,30,6,2013,중개거래,
두정동,1283,1283,0,프라지움,월세,20.541,10,27,500,33,5,2013,중개거래,
두정동,1320,1320,0,프라지움2,월세,20.142,1,15,300,35,5,2013,중개거래,
두정동,1320,1320,0,프라지움2,월세,20.142,1,15,300,35,5,2013,중개거래,
