address,name,deal,area,month,day,acount,rent,floor,property
658-69,백석동펜타폴리스5차,매매,22.822,10,25,6644,0,2,
658-69,백석동펜타폴리스5차,매매,22.822,10,25,6644,0,2,
658-69,백석동펜타폴리스5차,매매,16.7224,10,25,4784,0,10,
658-69,백석동펜타폴리스5차,매매,16.7224,10,25,4784,0,10,
1007,백석리슈빌,매매,84.9953,2,13,37000,0,5,중개거래
1007,백석리슈빌,매매,84.9953,2,14,34500,0,18,중개거래
1007,백석리슈빌,매매,156.6227,2,17,59700,0,20,중개거래
1007,백석리슈빌,매매,84.9961,2,23,38000,0,15,중개거래
1007,백석리슈빌,매매,103.5696,2,26,44500,0,8,중개거래
1007,백석리슈빌,매매,84.9961,2,26,35500,0,6,중개거래
1007,백석리슈빌,매매,84.9961,2,9,35900,0,20,중개거래
1007,백석리슈빌,매매,84.9953,3,29,33000,0,4,중개거래
1007,백석리슈빌,매매,130.8525,3,31,55000,0,13,중개거래
1007,백석리슈빌,매매,103.5696,3,4,42300,0,1,중개거래
1007,백석리슈빌,매매,103.3026,4,22,43000,0,9,직거래
1007,백석리슈빌,매매,130.8525,4,27,49500,0,2,직거래
1007,백석리슈빌,매매,103.3026,4,30,43000,0,8,직거래
1007,백석리슈빌,매매,103.5696,4,8,45000,0,18,중개거래
1007,백석리슈빌,매매,84.9953,5,3,40000,0,9,중개거래
1007,백석리슈빌,매매,103.5696,5,4,41800,0,7,중개거래
1007,백석리슈빌,매매,103.3026,6,11,36500,0,2,중개거래
1007,백석리슈빌,매매,130.8525,6,16,49500,0,11,중개거래
1007,백석리슈빌,매매,103.3026,6,6,40000,0,2,중개거래
1007,백석리슈빌,매매,130.8525,7,12,53800,0,9,중개거래
1007,백석리슈빌,매매,84.9953,7,2,37000,0,21,중개거래
1007,백석리슈빌,매매,84.9961,7,23,34000,0,9,중개거래
1007,백석리슈빌,매매,130.8525,7,27,49000,0,7,중개거래
1007,백석리슈빌,매매,84.9953,8,13,34500,0,3,중개거래
1007,백석리슈빌,매매,84.9961,8,20,34000,0,9,중개거래
1007,백석리슈빌,매매,156.6227,8,26,62000,0,19,중개거래
1007,백석리슈빌,매매,84.9961,9,27,33500,0,5,중개거래
1007,백석리슈빌,매매,103.5696,9,6,39000,0,20,중개거래
1007,백석리슈빌,매매,130.8525,10,20,42000,0,5,
1007,백석리슈빌,매매,84.9961,10,27,33000,0,8,
941,백석마을아이파크,매매,84.984,1,13,38000,0,23,직거래
941,백석마을아이파크,매매,84.995,1,7,39900,0,19,중개거래
941,백석마을아이파크,매매,84.995,2,5,37800,0,6,중개거래
941,백석마을아이파크,매매,84.984,3,1,40000,0,17,중개거래
941,백석마을아이파크,매매,129.841,4,2,60000,0,9,직거래
941,백석마을아이파크,매매,84.984,4,2,41900,0,12,직거래
941,백석마을아이파크,매매,84.984,4,9,38900,0,8,중개거래
941,백석마을아이파크,매매,129.841,5,19,62400,0,11,중개거래
941,백석마을아이파크,매매,84.984,5,6,36300,0,11,중개거래
941,백석마을아이파크,매매,84.984,5,9,41300,0,16,중개거래
941,백석마을아이파크,매매,84.984,6,1,38000,0,5,중개거래
941,백석마을아이파크,매매,165.377,6,10,64000,0,16,중개거래
941,백석마을아이파크,매매,185.538,6,14,74500,0,17,중개거래
941,백석마을아이파크,매매,84.984,7,2,36000,0,16,중개거래
941,백석마을아이파크,매매,84.984,7,20,40500,0,21,중개거래
941,백석마을아이파크,매매,84.984,7,26,37200,0,19,중개거래
941,백석마을아이파크,매매,84.984,10,14,35500,0,10,
941,백석마을아이파크,매매,84.984,10,30,31500,0,24,
919,백석벽산블루밍1차,매매,84.886,1,18,27800,0,7,직거래
919,백석벽산블루밍1차,매매,84.886,1,21,26500,0,13,직거래
919,백석벽산블루밍1차,매매,119.859,1,3,29000,0,1,직거래
919,백석벽산블루밍1차,매매,119.859,2,19,36400,0,15,중개거래
919,백석벽산블루밍1차,매매,84.886,2,19,21000,0,1,중개거래
919,백석벽산블루밍1차,매매,119.859,2,3,30000,0,4,중개거래
919,백석벽산블루밍1차,매매,119.859,6,27,30500,0,5,중개거래
919,백석벽산블루밍1차,매매,119.859,6,27,30500,0,5,중개거래
919,백석벽산블루밍1차,매매,119.859,7,5,35800,0,11,중개거래
919,백석벽산블루밍1차,매매,84.886,8,17,24500,0,5,중개거래
919,백석벽산블루밍1차,매매,84.886,8,3,27000,0,9,중개거래
919,백석벽산블루밍1차,매매,84.886,8,3,24800,0,12,중개거래
924,백석벽산블루밍2차,매매,84.886,1,18,23800,0,1,직거래
924,백석벽산블루밍2차,매매,84.999,1,26,26500,0,6,직거래
924,백석벽산블루밍2차,매매,84.886,2,4,25500,0,9,중개거래
924,백석벽산블루밍2차,매매,84.886,3,12,27600,0,6,중개거래
924,백석벽산블루밍2차,매매,84.886,4,14,27000,0,14,중개거래
924,백석벽산블루밍2차,매매,119.859,4,26,32000,0,5,직거래
924,백석벽산블루밍2차,매매,119.859,7,22,33000,0,1,중개거래
924,백석벽산블루밍2차,매매,84.886,8,20,26400,0,11,중개거래
924,백석벽산블루밍2차,매매,84.886,8,4,24100,0,10,중개거래
924,백석벽산블루밍2차,매매,84.886,8,4,24100,0,11,중개거래
930,브라운스톤,매매,84.992,2,15,28500,0,14,중개거래
930,브라운스톤,매매,84.992,2,21,27500,0,1,중개거래
930,브라운스톤,매매,108.965,2,26,32200,0,7,중개거래
930,브라운스톤,매매,155.607,2,3,56000,0,15,중개거래
930,브라운스톤,매매,84.992,2,7,29500,0,5,중개거래
930,브라운스톤,매매,84.992,2,7,29500,0,5,중개거래
930,브라운스톤,매매,108.965,3,18,32450,0,15,중개거래
930,브라운스톤,매매,84.992,3,7,28000,0,15,중개거래
930,브라운스톤,매매,108.965,4,18,30000,0,1,직거래
930,브라운스톤,매매,84.992,4,26,29000,0,12,직거래
930,브라운스톤,매매,108.965,4,7,32500,0,12,중개거래
930,브라운스톤,매매,84.992,5,24,28000,0,8,중개거래
930,브라운스톤,매매,108.965,6,11,32000,0,10,중개거래
930,브라운스톤,매매,108.965,6,25,35000,0,7,중개거래
930,브라운스톤,매매,84.992,6,30,30100,0,7,직거래
930,브라운스톤,매매,84.992,7,1,27900,0,10,중개거래
930,브라운스톤,매매,84.992,7,30,29000,0,2,중개거래
930,브라운스톤,매매,84.992,7,9,28000,0,4,중개거래
930,브라운스톤,매매,84.992,8,8,31000,0,9,중개거래
930,브라운스톤,매매,84.992,9,27,25000,0,12,중개거래
1200,천안백석3차IPARK,매매,84.9562,2,23,50000,0,15,중개거래
1200,천안백석3차IPARK,매매,84.9562,3,15,49000,0,5,중개거래
1200,천안백석3차IPARK,매매,74.9785,3,25,44000,0,19,중개거래
1200,천안백석3차IPARK,매매,74.9785,4,13,43500,0,20,중개거래
1200,천안백석3차IPARK,매매,84.9562,5,21,54500,0,8,중개거래
1200,천안백석3차IPARK,매매,74.9785,5,21,42000,0,17,중개거래
1200,천안백석3차IPARK,매매,74.9785,5,24,43500,0,11,중개거래
1200,천안백석3차IPARK,매매,74.9785,5,3,42800,0,19,중개거래
1200,천안백석3차IPARK,매매,99.7828,7,28,59800,0,15,중개거래
979,천안백석푸르지오,매매,84.9222,1,22,39300,0,7,직거래
979,천안백석푸르지오,매매,110.655,1,25,51000,0,7,직거래
979,천안백석푸르지오,매매,84.7767,2,19,38000,0,10,중개거래
979,천안백석푸르지오,매매,130.2674,3,15,55000,0,9,중개거래
979,천안백석푸르지오,매매,84.887,3,26,41800,0,22,중개거래
979,천안백석푸르지오,매매,84.9222,3,4,40400,0,19,중개거래
979,천안백석푸르지오,매매,84.887,3,5,35000,0,19,중개거래
979,천안백석푸르지오,매매,110.655,3,7,48000,0,4,중개거래
979,천안백석푸르지오,매매,84.7767,3,9,40500,0,15,중개거래
979,천안백석푸르지오,매매,84.9222,3,9,37500,0,5,중개거래
979,천안백석푸르지오,매매,84.887,4,2,37200,0,4,직거래
979,천안백석푸르지오,매매,130.2674,4,25,46000,0,1,직거래
979,천안백석푸르지오,매매,110.655,5,18,47000,0,14,중개거래
979,천안백석푸르지오,매매,110.655,6,10,45000,0,9,중개거래
979,천안백석푸르지오,매매,84.9222,6,20,34000,0,10,중개거래
979,천안백석푸르지오,매매,110.655,7,13,44000,0,3,중개거래
979,천안백석푸르지오,매매,110.655,7,22,51500,0,7,중개거래
979,천안백석푸르지오,매매,84.887,7,8,41000,0,16,중개거래
979,천안백석푸르지오,매매,84.9222,8,20,36000,0,19,중개거래
979,천안백석푸르지오,매매,84.887,9,1,35800,0,11,중개거래
979,천안백석푸르지오,매매,84.9222,9,26,32000,0,1,중개거래
191-3,현대,매매,115.45,1,27,26000,0,4,직거래
191-3,현대,매매,84.67,1,27,19000,0,15,직거래
191-3,현대,매매,73.89,1,27,17500,0,5,직거래
191-3,현대,매매,84.67,1,5,19000,0,9,중개거래
191-3,현대,매매,84.67,1,6,18500,0,3,직거래
191-3,현대,매매,115.45,1,6,18000,0,1,중개거래
191-3,현대,매매,115.45,2,11,23000,0,8,중개거래
191-3,현대,매매,115.45,2,11,23000,0,8,중개거래
191-3,현대,매매,84.67,2,15,17700,0,1,중개거래
191-3,현대,매매,84.67,2,16,19000,0,7,중개거래
191-3,현대,매매,84.67,2,19,16900,0,2,중개거래
191-3,현대,매매,84.67,3,12,19250,0,6,중개거래
191-3,현대,매매,84.67,3,15,17100,0,1,중개거래
191-3,현대,매매,132.58,3,17,21500,0,12,직거래
191-3,현대,매매,132.58,3,26,22000,0,15,중개거래
191-3,현대,매매,84.67,3,26,18500,0,8,중개거래
191-3,현대,매매,84.67,4,11,18500,0,4,중개거래
191-3,현대,매매,84.67,4,11,18000,0,13,중개거래
191-3,현대,매매,71.89,4,2,14200,0,1,직거래
191-3,현대,매매,84.67,4,26,17800,0,9,직거래
191-3,현대,매매,84.67,4,7,20500,0,9,중개거래
191-3,현대,매매,84.67,4,7,17000,0,1,중개거래
191-3,현대,매매,84.67,5,25,19500,0,7,중개거래
191-3,현대,매매,71.89,5,7,14000,0,1,중개거래
191-3,현대,매매,73.89,6,12,18000,0,7,중개거래
191-3,현대,매매,150.37,6,3,26500,0,3,중개거래
191-3,현대,매매,84.67,6,3,18800,0,14,중개거래
191-3,현대,매매,84.67,9,29,18800,0,2,중개거래
191-3,현대,매매,71.89,9,7,15000,0,1,중개거래
191-3,현대,매매,84.67,10,11,16900,0,5,중개거래
191-3,현대,매매,84.67,10,12,18300,0,6,
191-3,현대,매매,132.58,10,15,21100,0,11,
191-3,현대,매매,132.58,10,31,19950,0,10,
191-3,현대,매매,132.58,10,31,19950,0,10,
191-3,현대,매매,84.67,10,5,17800,0,12,
900,호반리젠시빌,매매,84.9775,1,12,30000,0,7,직거래
900,호반리젠시빌,매매,84.9775,1,22,30900,0,13,직거래
900,호반리젠시빌,매매,84.9775,1,25,30500,0,11,직거래
900,호반리젠시빌,매매,84.9775,2,8,31000,0,12,중개거래
900,호반리젠시빌,매매,84.9775,3,12,30000,0,10,중개거래
900,호반리젠시빌,매매,84.9775,3,19,31900,0,12,중개거래
900,호반리젠시빌,매매,84.9775,3,21,29500,0,4,중개거래
900,호반리젠시빌,매매,84.8918,4,2,32000,0,10,직거래
900,호반리젠시빌,매매,84.9775,4,20,29000,0,3,직거래
900,호반리젠시빌,매매,84.8918,4,20,27500,0,3,직거래
900,호반리젠시빌,매매,84.9775,5,12,29600,0,5,중개거래
900,호반리젠시빌,매매,84.8918,5,13,31000,0,8,중개거래
900,호반리젠시빌,매매,84.8918,5,16,27500,0,3,중개거래
900,호반리젠시빌,매매,84.9775,5,23,38500,0,15,중개거래
900,호반리젠시빌,매매,84.9775,6,9,30300,0,1,중개거래
900,호반리젠시빌,매매,84.9775,7,18,30000,0,14,중개거래
900,호반리젠시빌,매매,84.9775,9,17,30000,0,12,중개거래
900,호반리젠시빌,매매,84.9775,9,17,30000,0,12,중개거래
900,호반리젠시빌,매매,84.9775,9,28,35000,0,14,중개거래
900,호반리젠시빌,매매,84.9775,9,30,29000,0,8,중개거래
900,호반리젠시빌,매매,84.9775,9,5,30500,0,2,중개거래
900,호반리젠시빌,매매,84.9775,10,20,29500,0,7,
900,호반리젠시빌,매매,84.9775,10,28,30000,0,3,
820,대동다숲,매매,84.7824,1,2,42500,0,7,
820,대동다숲,매매,74.7797,1,4,32000,0,1,
820,대동다숲,매매,84.9722,1,9,40900,0,5,
820,대동다숲,매매,84.7824,2,25,42500,0,13,
820,대동다숲,매매,84.7824,2,5,40400,0,14,
820,대동다숲,매매,84.7824,4,16,41000,0,11,
820,대동다숲,매매,84.8833,5,21,36500,0,7,
820,대동다숲,매매,84.7824,5,6,31700,0,3,
820,대동다숲,매매,84.7824,6,28,35500,0,2,
820,대동다숲,매매,84.9722,6,4,39300,0,17,
820,대동다숲,매매,84.7824,8,13,34000,0,8,
820,대동다숲,매매,74.7797,10,2,34000,0,9,
820,대동다숲,매매,74.7797,10,29,29000,0,2,
820,대동다숲,매매,84.7824,10,6,33500,0,2,
787,대원칸타빌,매매,133.852,1,14,44800,0,4,
787,대원칸타빌,매매,84.902,1,15,44900,0,15,
787,대원칸타빌,매매,59.989,1,20,29800,0,6,
787,대원칸타빌,매매,133.852,1,28,45900,0,9,
787,대원칸타빌,매매,133.852,1,8,46000,0,4,
787,대원칸타빌,매매,84.902,2,11,36000,0,7,
787,대원칸타빌,매매,108.045,2,16,43800,0,4,
787,대원칸타빌,매매,84.902,2,18,39500,0,7,
787,대원칸타빌,매매,59.989,2,6,29500,0,13,
787,대원칸타빌,매매,59.989,3,5,28100,0,3,
787,대원칸타빌,매매,84.902,4,15,38000,0,7,
787,대원칸타빌,매매,59.989,4,22,28500,0,4,
787,대원칸타빌,매매,108.045,4,24,44500,0,6,
787,대원칸타빌,매매,84.902,4,27,33500,0,4,
787,대원칸타빌,매매,59.989,4,28,26300,0,5,
787,대원칸타빌,매매,84.902,4,5,38700,0,12,
787,대원칸타빌,매매,84.902,4,8,38000,0,12,
787,대원칸타빌,매매,84.902,5,18,38000,0,9,
787,대원칸타빌,매매,59.989,5,27,33500,0,15,
787,대원칸타빌,매매,84.902,6,1,37500,0,6,
787,대원칸타빌,매매,59.989,6,3,28800,0,13,
787,대원칸타빌,매매,84.902,7,19,35800,0,4,
787,대원칸타빌,매매,84.902,8,11,34500,0,2,
787,대원칸타빌,매매,133.852,9,24,43800,0,1,
787,대원칸타빌,매매,59.989,10,11,27800,0,6,
787,대원칸타빌,매매,84.902,10,26,25000,0,10,
787,대원칸타빌,매매,84.902,10,4,35000,0,12,
787,대원칸타빌,매매,59.989,10,5,27000,0,13,
750,동일하이빌,매매,84.99,2,12,48500,0,16,
750,동일하이빌,매매,74.89,2,25,36500,0,8,
750,동일하이빌,매매,84.99,3,17,49500,0,11,
750,동일하이빌,매매,84.99,3,23,46000,0,7,
750,동일하이빌,매매,139.85,4,11,75000,0,13,
750,동일하이빌,매매,74.89,4,14,36000,0,9,
750,동일하이빌,매매,74.89,4,30,36000,0,5,
750,동일하이빌,매매,110.1,4,5,63000,0,6,
750,동일하이빌,매매,110.1,4,5,63000,0,6,
750,동일하이빌,매매,84.99,4,6,43000,0,3,
750,동일하이빌,매매,84.99,5,19,40000,0,4,
750,동일하이빌,매매,84.99,6,18,45700,0,5,
750,동일하이빌,매매,74.89,6,19,36500,0,9,
750,동일하이빌,매매,74.89,7,12,36250,0,8,
750,동일하이빌,매매,84.99,7,20,47500,0,12,
750,동일하이빌,매매,74.89,8,2,36000,0,3,
750,동일하이빌,매매,74.89,9,27,34600,0,6,
750,동일하이빌,매매,84.99,10,21,41000,0,2,
737,메가트로피,매매,19.24,1,15,5000,0,11,
737,메가트로피,매매,19.24,2,10,5900,0,5,
737,메가트로피,매매,19.11,2,4,5300,0,3,
737,메가트로피,매매,19.2,5,11,4000,0,5,
737,메가트로피,매매,18,5,19,4900,0,8,
737,메가트로피,매매,19.11,6,30,4900,0,10,
737,메가트로피,매매,23.32,9,5,5650,0,7,
1497,불당리더힐스,매매,59.92,1,3,46500,0,6,
1497,불당리더힐스,매매,59.92,1,9,42600,0,8,
1497,불당리더힐스,매매,59.92,2,13,44800,0,16,
1497,불당리더힐스,매매,74.59,2,14,51500,0,14,
1497,불당리더힐스,매매,84.54,3,19,58000,0,4,
1497,불당리더힐스,매매,59.7,3,6,42500,0,10,
1497,불당리더힐스,매매,59.7,4,12,40000,0,1,
1497,불당리더힐스,매매,74.59,4,24,48900,0,15,
1497,불당리더힐스,매매,59.92,5,1,40000,0,11,
1497,불당리더힐스,매매,74.59,5,11,47500,0,17,
1497,불당리더힐스,매매,59.92,5,15,43000,0,3,
1497,불당리더힐스,매매,84.59,5,2,57800,0,13,
1497,불당리더힐스,매매,59.92,5,27,41000,0,17,
1497,불당리더힐스,매매,59.92,5,5,43800,0,23,
1497,불당리더힐스,매매,74.59,5,7,47000,0,4,
1497,불당리더힐스,매매,59.92,6,11,41500,0,18,
1497,불당리더힐스,매매,84.54,6,17,55500,0,6,
1497,불당리더힐스,매매,59.92,6,24,41400,0,11,
1497,불당리더힐스,매매,84.59,7,18,57000,0,22,
1497,불당리더힐스,매매,59.92,9,26,37200,0,27,
1497,불당리더힐스,매매,59.7,10,1,37500,0,8,
757,불당아이파크,매매,84.95,1,20,48500,0,1,
757,불당아이파크,매매,84.95,5,1,54500,0,15,
757,불당아이파크,매매,84.95,5,1,47000,0,11,
757,불당아이파크,매매,84.95,5,13,57000,0,15,
757,불당아이파크,매매,84.95,5,21,45000,0,9,
757,불당아이파크,매매,84.95,7,9,45000,0,4,
757,불당아이파크,매매,84.95,8,1,41500,0,13,
757,불당아이파크,매매,84.95,9,2,43000,0,7,
757,불당아이파크,매매,84.95,9,21,39000,0,2,
757,불당아이파크,매매,84.95,9,28,41100,0,6,
757,불당아이파크,매매,84.95,10,1,39000,0,3,
757,불당아이파크,매매,84.95,10,13,40300,0,11,
757,불당아이파크,매매,84.95,10,22,42300,0,12,
687,불당오딧세이,매매,25.3611,2,20,14000,0,12,
687,불당오딧세이,매매,25.3611,2,26,13500,0,8,
687,불당오딧세이,매매,25.3611,3,11,14500,0,10,
687,불당오딧세이,매매,25.3913,3,11,13000,0,14,
687,불당오딧세이,매매,25.3611,3,12,11500,0,7,
687,불당오딧세이,매매,25.3611,4,5,13500,0,8,
687,불당오딧세이,매매,34.0468,5,23,17000,0,10,
687,불당오딧세이,매매,25.3611,6,2,14000,0,12,
687,불당오딧세이,매매,25.3611,7,26,12000,0,14,
687,불당오딧세이,매매,25.3611,7,28,12500,0,3,
687,불당오딧세이,매매,25.3611,8,24,11600,0,12,
687,불당오딧세이,매매,25.3611,9,27,12000,0,12,
687,불당오딧세이,매매,25.3611,10,5,11100,0,9,
687,불당오딧세이,매매,25.3611,10,7,11000,0,7,
1503,불당이안,매매,74.93,2,24,50000,0,11,
1503,불당이안,매매,74.93,2,7,53300,0,16,
1503,불당이안,매매,74.93,3,18,51400,0,19,
1503,불당이안,매매,74.93,3,23,49200,0,18,
1503,불당이안,매매,84.9,3,27,59200,0,11,
1503,불당이안,매매,84.9,4,12,61000,0,14,
1503,불당이안,매매,74.93,4,13,49200,0,11,
1503,불당이안,매매,74.93,5,14,48000,0,8,
1503,불당이안,매매,84.9,5,17,62000,0,5,
1503,불당이안,매매,84.92,5,22,57000,0,1,
1503,불당이안,매매,74.93,5,23,48000,0,17,
1503,불당이안,매매,74.93,5,24,47000,0,3,
1503,불당이안,매매,74.93,5,24,47000,0,3,
1503,불당이안,매매,84.92,5,25,61000,0,19,
1503,불당이안,매매,74.93,5,7,49200,0,15,
1503,불당이안,매매,84.92,6,21,59200,0,28,
1503,불당이안,매매,74.93,6,23,51000,0,15,
1503,불당이안,매매,84.9,6,28,58000,0,17,
1503,불당이안,매매,74.93,7,2,50000,0,16,
1503,불당이안,매매,84.9,7,21,58700,0,24,
1503,불당이안,매매,84.92,7,25,53500,0,7,
1503,불당이안,매매,74.93,7,4,48800,0,6,
1503,불당이안,매매,84.9,7,7,61000,0,7,
1503,불당이안,매매,84.9,7,8,59000,0,20,
1503,불당이안,매매,84.9,8,21,54000,0,21,
1503,불당이안,매매,74.93,9,5,40000,0,9,
1503,불당이안,매매,84.92,10,13,54000,0,24,
1503,불당이안,매매,74.93,10,14,58000,0,16,
1492,불당파크푸르지오1단지,매매,99.9938,1,30,82300,0,24,
1492,불당파크푸르지오1단지,매매,99.9883,8,22,73000,0,19,
1492,불당파크푸르지오1단지,매매,99.9938,8,5,80000,0,5,
1492,불당파크푸르지오1단지,매매,99.9883,9,3,74900,0,7,
1492,불당파크푸르지오1단지,매매,110.9945,10,25,88000,0,5,
1494,불당파크푸르지오2단지,매매,110.9945,1,4,100000,0,5,
1494,불당파크푸르지오2단지,매매,99.9938,2,8,88000,0,15,
1494,불당파크푸르지오2단지,매매,99.9938,2,8,88000,0,15,
1494,불당파크푸르지오2단지,매매,99.9987,7,23,75000,0,21,
1494,불당파크푸르지오2단지,매매,99.9987,7,4,80000,0,4,
1494,불당파크푸르지오2단지,매매,99.9938,7,8,79500,0,12,
1494,불당파크푸르지오2단지,매매,99.9883,8,3,74000,0,13,
1494,불당파크푸르지오2단지,매매,99.9987,9,20,75000,0,18,
1494,불당파크푸르지오2단지,매매,110.9945,10,31,75500,0,2,
1426,불당풍림아이원아파트,매매,45.7798,2,10,20500,0,3,
1426,불당풍림아이원아파트,매매,45.7798,2,16,20000,0,5,
1426,불당풍림아이원아파트,매매,45.7798,3,21,21000,0,4,
1426,불당풍림아이원아파트,매매,45.7798,3,24,20000,0,3,
1426,불당풍림아이원아파트,매매,45.7798,3,26,27400,0,6,
1426,불당풍림아이원아파트,매매,45.7798,3,26,20000,0,4,
1426,불당풍림아이원아파트,매매,45.7798,3,28,22800,0,4,
1426,불당풍림아이원아파트,매매,42.8428,3,3,18700,0,2,
1426,불당풍림아이원아파트,매매,45.7798,3,5,19500,0,1,
1426,불당풍림아이원아파트,매매,45.7798,4,21,20500,0,1,
1426,불당풍림아이원아파트,매매,45.7798,4,5,18000,0,1,
1426,불당풍림아이원아파트,매매,45.7798,5,27,22000,0,5,
1426,불당풍림아이원아파트,매매,45.7798,6,14,19000,0,3,
1426,불당풍림아이원아파트,매매,45.7798,7,24,18000,0,1,
1426,불당풍림아이원아파트,매매,42.8428,8,5,20000,0,5,
1426,불당풍림아이원아파트,매매,45.7798,9,12,19400,0,4,
1426,불당풍림아이원아파트,매매,42.8428,9,23,18400,0,4,
788,불당한성필하우스,매매,59.9813,2,6,27600,0,5,
788,불당한성필하우스,매매,59.9813,3,12,24000,0,1,
788,불당한성필하우스,매매,59.9813,3,20,27400,0,12,
788,불당한성필하우스,매매,59.9813,4,8,26500,0,9,
788,불당한성필하우스,매매,59.9813,5,10,25000,0,4,
788,불당한성필하우스,매매,59.9813,5,14,26300,0,11,
788,불당한성필하우스,매매,59.9813,5,14,24900,0,4,
788,불당한성필하우스,매매,59.9813,5,25,25700,0,14,
788,불당한성필하우스,매매,59.9813,6,8,26900,0,12,
788,불당한성필하우스,매매,59.9813,7,2,19800,0,1,
788,불당한성필하우스,매매,59.9813,7,31,24500,0,9,
788,불당한성필하우스,매매,59.9813,8,3,24000,0,11,
788,불당한성필하우스,매매,59.9813,8,9,24900,0,5,
788,불당한성필하우스,매매,59.9813,9,26,19000,0,1,
788,불당한성필하우스,매매,59.9813,9,27,23900,0,9,
788,불당한성필하우스,매매,59.9813,10,1,20500,0,1,
788,불당한성필하우스,매매,59.9813,10,10,25000,0,8,
788,불당한성필하우스,매매,59.9813,10,14,23000,0,6,
788,불당한성필하우스,매매,59.9813,10,15,21700,0,3,
788,불당한성필하우스,매매,59.9813,10,27,25000,0,11,
788,불당한성필하우스,매매,59.9813,10,5,24000,0,3,
788,불당한성필하우스,매매,59.9813,10,7,24050,0,5,
1811,불당호반베르디움TheFirst,매매,59.916,1,27,53600,0,17,
1811,불당호반베르디움TheFirst,매매,59.916,2,15,49000,0,6,
1811,불당호반베르디움TheFirst,매매,99.9759,2,3,83500,0,10,
1811,불당호반베르디움TheFirst,매매,84.8093,3,16,75000,0,19,
1811,불당호반베르디움TheFirst,매매,59.916,3,23,50500,0,11,
1811,불당호반베르디움TheFirst,매매,59.916,4,17,49000,0,2,
1811,불당호반베르디움TheFirst,매매,59.916,5,2,53000,0,10,
1811,불당호반베르디움TheFirst,매매,84.8093,5,7,72000,0,8,
1811,불당호반베르디움TheFirst,매매,59.916,6,11,49300,0,4,
1846,불당호반써밋플레이스센터시티,매매,84.9737,1,22,71000,0,25,
1846,불당호반써밋플레이스센터시티,매매,84.9694,3,14,71000,0,7,
1846,불당호반써밋플레이스센터시티,매매,84.9737,5,22,70500,0,20,
1846,불당호반써밋플레이스센터시티,매매,98.2067,6,14,84000,0,9,
1846,불당호반써밋플레이스센터시티,매매,84.9737,6,18,67000,0,5,
1846,불당호반써밋플레이스센터시티,매매,98.2067,6,2,80000,0,19,
1846,불당호반써밋플레이스센터시티,매매,84.9737,7,12,71000,0,26,
1846,불당호반써밋플레이스센터시티,매매,98.2067,10,15,75000,0,26,
1846,불당호반써밋플레이스센터시티,매매,98.2067,10,22,74000,0,11,
1515,엘에이치천년나무7단지,매매,59.69,4,18,47100,0,6,
1515,엘에이치천년나무7단지,매매,59.91,4,18,46700,0,4,
1515,엘에이치천년나무7단지,매매,59.91,6,27,45000,0,18,
1515,엘에이치천년나무7단지,매매,59.69,6,5,44500,0,9,
1515,엘에이치천년나무7단지,매매,59.69,6,9,47000,0,6,
1515,엘에이치천년나무7단지,매매,59.96,7,11,46450,0,21,
1515,엘에이치천년나무7단지,매매,59.96,7,13,39000,0,1,
1515,엘에이치천년나무7단지,매매,59.96,8,19,43600,0,25,
1515,엘에이치천년나무7단지,매매,51.97,9,30,32900,0,6,
1515,엘에이치천년나무7단지,매매,59.91,10,24,43000,0,5,
1544,천안 불당 지웰시티푸르지오 1단지,매매,99.922,3,14,93000,0,14,
1544,천안 불당 지웰시티푸르지오 1단지,매매,99.9342,3,18,93300,0,13,
1544,천안 불당 지웰시티푸르지오 1단지,매매,99.9342,3,9,94500,0,14,
1544,천안 불당 지웰시티푸르지오 1단지,매매,99.9342,7,12,96000,0,26,
1544,천안 불당 지웰시티푸르지오 1단지,매매,99.9342,9,27,85000,0,10,
1614,천안 불당 지웰시티푸르지오 2단지,매매,99.9342,3,10,92500,0,9,
1614,천안 불당 지웰시티푸르지오 2단지,매매,99.922,3,26,94000,0,9,
1614,천안 불당 지웰시티푸르지오 2단지,매매,99.9342,4,13,90000,0,11,
1614,천안 불당 지웰시티푸르지오 2단지,매매,99.922,4,5,89000,0,3,
1614,천안 불당 지웰시티푸르지오 2단지,매매,99.9342,5,24,89300,0,12,
1614,천안 불당 지웰시티푸르지오 2단지,매매,99.9342,5,30,87000,0,15,
1498,천안불당 지웰푸르지오,매매,84.992,3,5,65000,0,16,
1498,천안불당 지웰푸르지오,매매,84.992,3,9,65000,0,20,
1498,천안불당 지웰푸르지오,매매,84.992,3,9,65000,0,20,
1498,천안불당 지웰푸르지오,매매,84.992,4,10,73000,0,19,
1498,천안불당 지웰푸르지오,매매,84.992,4,10,73000,0,19,
1498,천안불당 지웰푸르지오,매매,84.992,4,22,70000,0,5,
1498,천안불당 지웰푸르지오,매매,84.992,4,9,67000,0,6,
1498,천안불당 지웰푸르지오,매매,84.992,8,17,58000,0,6,
1498,천안불당 지웰푸르지오,매매,99.995,8,5,76000,0,19,
1498,천안불당 지웰푸르지오,매매,84.995,9,16,56500,0,21,
1498,천안불당 지웰푸르지오,매매,84.998,9,26,56500,0,23,
1498,천안불당 지웰푸르지오,매매,84.992,10,28,57000,0,14,
1466,천안불당금호어울림,매매,74.93,3,26,53000,0,23,
