address,name,deal,area,month,day,acount,floor,property,
2055,이편한세상-천안두정2차,전세,84.8801,8,19,27000,6,중개거래,
2055,이편한세상-천안두정2차,전세,72.6915,8,9,22500,19,중개거래,
2055,이편한세상-천안두정2차,전세,84.8801,9,2,26500,5,중개거래,
2055,이편한세상-천안두정2차,전세,72.6915,9,21,23100,7,중개거래,
2055,이편한세상-천안두정2차,전세,72.6915,9,21,21000,3,중개거래,
2055,이편한세상-천안두정2차,전세,72.6915,9,24,23100,10,중개거래,
2055,이편한세상-천안두정2차,전세,84.8801,9,25,24900,6,중개거래,
2055,이편한세상-천안두정2차,전세,84.6564,9,28,26400,12,직거래,
2055,이편한세상-천안두정2차,전세,72.6915,9,3,24000,15,중개거래,
2055,이편한세상-천안두정2차,전세,72.6915,9,6,25000,8,직거래,
2055,이편한세상-천안두정2차,전세,72.6915,9,7,24000,13,중개거래,
2055,이편한세상-천안두정2차,전세,84.6564,9,8,26500,10,중개거래,
2055,이편한세상-천안두정2차,전세,84.8801,10,15,24000,10,중개거래,
2055,이편한세상-천안두정2차,전세,84.8801,10,16,25000,14,중개거래,
2055,이편한세상-천안두정2차,전세,84.7664,10,4,26500,6,중개거래,
2055,이편한세상-천안두정2차,전세,72.6915,10,7,24000,15,중개거래,
527,주공그린(8단지),전세,59.97,1,11,16500,8,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,14,16000,17,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,15,16000,19,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,17,12075,11,직거래,두정역
527,주공그린(8단지),전세,39.99,1,17,11000,10,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,20,16000,4,중개거래,두정역
527,주공그린(8단지),전세,49.96,1,23,15300,4,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,23,13000,19,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,29,16800,1,직거래,두정역
527,주공그린(8단지),전세,59.97,1,4,16000,7,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,6,10500,20,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,7,15500,19,중개거래,두정역
527,주공그린(8단지),전세,59.97,1,8,11550,13,중개거래,두정역
527,주공그린(8단지),전세,59.97,2,11,12075,19,중개거래,두정역
527,주공그린(8단지),전세,39.99,2,11,9975,11,중개거래,두정역
527,주공그린(8단지),전세,49.96,2,19,16000,17,중개거래,두정역
527,주공그린(8단지),전세,59.97,2,19,11500,14,중개거래,두정역
527,주공그린(8단지),전세,59.97,2,26,11550,7,중개거래,두정역
527,주공그린(8단지),전세,39.99,2,4,9975,13,중개거래,두정역
527,주공그린(8단지),전세,59.97,2,7,10000,20,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,1,17000,8,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,1,16000,3,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,11,10000,8,중개거래,두정역
527,주공그린(8단지),전세,39.99,3,13,11500,12,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,18,9975,2,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,23,17000,16,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,24,14300,4,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,25,16500,13,직거래,두정역
527,주공그린(8단지),전세,59.97,3,28,16000,13,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,8,11550,12,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,9,17000,2,중개거래,두정역
527,주공그린(8단지),전세,59.97,3,9,13000,19,중개거래,두정역
527,주공그린(8단지),전세,59.97,4,15,16000,9,중개거래,두정역
527,주공그린(8단지),전세,59.97,4,18,15000,12,중개거래,두정역
527,주공그린(8단지),전세,59.97,4,2,13000,13,중개거래,두정역
527,주공그린(8단지),전세,39.99,4,20,11500,11,중개거래,두정역
527,주공그린(8단지),전세,39.99,4,20,9975,9,중개거래,두정역
527,주공그린(8단지),전세,59.97,4,28,17000,18,중개거래,두정역
527,주공그린(8단지),전세,59.97,4,28,16000,12,중개거래,두정역
527,주공그린(8단지),전세,39.99,4,4,9660,2,중개거래,두정역
527,주공그린(8단지),전세,39.99,4,5,11000,12,중개거래,두정역
527,주공그린(8단지),전세,59.97,4,6,16700,6,중개거래,두정역
527,주공그린(8단지),전세,39.99,5,1,12000,14,중개거래,두정역
527,주공그린(8단지),전세,39.99,5,1,12000,14,중개거래,두정역
527,주공그린(8단지),전세,59.97,5,14,12075,18,중개거래,두정역
527,주공그린(8단지),전세,49.96,5,2,14000,1,중개거래,두정역
527,주공그린(8단지),전세,59.97,5,20,12600,7,중개거래,두정역
527,주공그린(8단지),전세,59.97,5,21,17000,5,직거래,두정역
527,주공그린(8단지),전세,39.99,5,7,11500,13,중개거래,두정역
527,주공그린(8단지),전세,59.97,6,10,11025,18,중개거래,두정역
527,주공그린(8단지),전세,59.97,6,17,18000,19,직거래,두정역
527,주공그린(8단지),전세,59.97,6,17,17000,7,중개거래,두정역
527,주공그린(8단지),전세,59.97,6,18,17000,17,중개거래,두정역
527,주공그린(8단지),전세,59.97,6,28,12000,6,직거래,두정역
527,주공그린(8단지),전세,59.97,6,29,15000,19,직거래,두정역
527,주공그린(8단지),전세,39.99,6,7,12000,11,중개거래,두정역
527,주공그린(8단지),전세,59.97,6,9,12458,13,중개거래,두정역
527,주공그린(8단지),전세,39.99,7,11,11500,15,중개거래,두정역
527,주공그린(8단지),전세,39.99,7,11,11500,15,중개거래,두정역
527,주공그린(8단지),전세,59.97,7,2,17000,5,중개거래,두정역
527,주공그린(8단지),전세,49.96,7,31,15000,3,중개거래,두정역
527,주공그린(8단지),전세,59.97,7,5,10500,20,중개거래,두정역
527,주공그린(8단지),전세,59.97,8,12,17500,4,직거래,두정역
527,주공그린(8단지),전세,39.99,8,12,12500,12,중개거래,두정역
527,주공그린(8단지),전세,39.99,8,12,10500,1,중개거래,두정역
527,주공그린(8단지),전세,59.97,8,23,17500,6,중개거래,두정역
527,주공그린(8단지),전세,59.97,8,3,16500,18,중개거래,두정역
527,주공그린(8단지),전세,59.97,8,6,17000,14,중개거래,두정역
527,주공그린(8단지),전세,59.97,8,6,17000,14,중개거래,두정역
527,주공그린(8단지),전세,59.97,8,7,11550,9,중개거래,두정역
527,주공그린(8단지),전세,59.97,9,27,15750,12,중개거래,두정역
527,주공그린(8단지),전세,39.99,10,10,11000,12,중개거래,두정역
527,주공그린(8단지),전세,39.99,10,12,9975,11,중개거래,두정역
527,주공그린(8단지),전세,59.97,10,18,16000,9,중개거래,두정역
527,주공그린(8단지),전세,59.97,10,22,12500,20,중개거래,두정역
527,주공그린(8단지),전세,39.99,10,22,11500,3,중개거래,두정역
527,주공그린(8단지),전세,59.97,10,28,14800,4,직거래,두정역
527,주공그린(8단지),전세,59.97,10,29,11550,4,직거래,두정역
527,주공그린(8단지),전세,59.97,10,29,11550,4,중개거래,두정역
1293,천안펜타폴리스2차,전세,20.57,1,19,4500,12,중개거래,
1283,프라지움,전세,25.0888,2,6,5000,3,중개거래,
1283,프라지움,전세,24.87,4,20,3800,6,중개거래,
1283,프라지움,전세,20.541,6,14,3900,10,중개거래,
1283,프라지움,전세,20.541,9,19,5500,10,중개거래,
1283,프라지움,전세,20.541,9,22,4500,4,중개거래,
1320,프라지움2,전세,22.0708,1,8,5500,8,중개거래,
1320,프라지움2,전세,20.142,2,28,4700,7,중개거래,
1320,프라지움2,전세,20.142,2,5,4700,7,중개거래,
1320,프라지움2,전세,20.142,8,12,5000,11,중개거래,
1377,프라지움9차,전세,49.9631,1,13,15500,6,중개거래,
1377,프라지움9차,전세,45.8103,1,22,11000,5,중개거래,
1377,프라지움9차,전세,49.9631,3,25,14500,11,직거래,
1377,프라지움9차,전세,49.9631,3,25,14000,11,직거래,
1377,프라지움9차,전세,49.9631,5,3,13000,4,중개거래,
1377,프라지움9차,전세,49.9631,6,16,14700,5,중개거래,
1377,프라지움9차,전세,45.8103,6,18,14000,10,직거래,
1377,프라지움9차,전세,45.8103,9,2,14500,8,중개거래,
1377,프라지움9차,전세,49.9631,9,21,13700,9,중개거래,
1377,프라지움9차,전세,49.9631,9,22,14500,5,중개거래,
1377,프라지움9차,전세,49.9631,9,29,13000,7,중개거래,
1377,프라지움9차,전세,49.9631,10,21,13650,6,직거래,
1328,하이스타운프라임,전세,36.91,1,25,9000,5,중개거래,
1000,한성스위트빌,전세,71.0431,1,10,16275,12,중개거래,
1000,한성스위트빌,전세,71.0431,1,18,17500,5,중개거래,
1000,한성스위트빌,전세,71.0431,1,21,18000,15,중개거래,
1000,한성스위트빌,전세,71.0431,1,4,15750,14,중개거래,
1000,한성스위트빌,전세,71.0431,1,5,15750,10,중개거래,
1000,한성스위트빌,전세,84.892,1,9,19000,5,중개거래,
1000,한성스위트빌,전세,84.892,2,24,18060,10,중개거래,
1000,한성스위트빌,전세,71.0431,2,9,20000,8,중개거래,
1000,한성스위트빌,전세,71.0431,4,28,17300,15,직거래,
1000,한성스위트빌,전세,71.0431,5,11,15750,12,중개거래,
1000,한성스위트빌,전세,84.892,5,30,23000,11,중개거래,
1000,한성스위트빌,전세,84.892,7,1,15500,15,중개거래,
1000,한성스위트빌,전세,71.0431,7,26,16500,10,중개거래,
1000,한성스위트빌,전세,71.0431,7,5,17000,11,중개거래,
1000,한성스위트빌,전세,71.0431,7,6,17850,14,중개거래,
1000,한성스위트빌,전세,84.892,9,25,18900,14,중개거래,
1000,한성스위트빌,전세,84.892,10,15,15750,2,중개거래,
1886,한성필하우스-1,전세,38.6856,1,13,10500,4,중개거래,
1886,한성필하우스-1,전세,38.6856,4,2,10000,12,중개거래,
1886,한성필하우스-1,전세,38.6856,5,12,11000,7,중개거래,
1886,한성필하우스-1,전세,38.6856,6,12,9975,9,중개거래,
1886,한성필하우스-1,전세,38.6856,7,25,11000,9,직거래,
1886,한성필하우스-1,전세,38.6856,7,4,11000,7,중개거래,
1886,한성필하우스-1,전세,38.6856,9,3,9450,7,중개거래,
1886,한성필하우스-1,전세,38.6856,10,11,9345,6,중개거래,
2035,한성필하우스3차,전세,84.9165,1,11,23000,8,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,1,19,21000,1,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,1,23,27000,9,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,1,23,27000,9,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,1,28,18500,12,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,1,7,25000,11,직거래,두정역
2035,한성필하우스3차,전세,84.9165,1,7,25000,11,직거래,두정역
2035,한성필하우스3차,전세,59.9045,1,8,20000,7,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,1,8,20000,7,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,2,13,29000,10,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,2,13,29000,10,중개거래,두정역
2035,한성필하우스3차,전세,74.788,2,15,23500,11,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,2,20,23000,4,직거래,두정역
2035,한성필하우스3차,전세,84.9165,2,5,21525,7,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,3,20,21000,10,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,3,27,25000,13,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,3,27,25000,13,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,3,5,21500,7,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,4,16,27300,6,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,5,11,20000,6,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,5,14,17850,10,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,5,6,19400,4,직거래,두정역
2035,한성필하우스3차,전세,84.9165,5,6,19400,4,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,5,7,20000,9,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,5,7,18900,1,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,6,18,19400,4,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,6,24,30000,9,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,7,28,17000,2,직거래,두정역
2035,한성필하우스3차,전세,59.9045,7,8,17800,14,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,8,27,24000,8,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,8,27,24000,8,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,8,4,27000,5,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,9,20,23000,1,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,9,20,21000,2,중개거래,두정역
2035,한성필하우스3차,전세,84.9165,9,3,21000,2,중개거래,두정역
2035,한성필하우스3차,전세,124.1292,10,13,28000,2,직거래,두정역
2035,한성필하우스3차,전세,74.788,10,4,23000,6,중개거래,두정역
2035,한성필하우스3차,전세,59.9045,10,7,17000,1,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,1,13,29000,7,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,1,22,30000,12,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,1,29,30000,24,직거래,두정역
2068,한화포레나천안두정,전세,76.7079,1,29,30000,24,직거래,두정역
2068,한화포레나천안두정,전세,76.9979,1,6,31000,15,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,2,11,29000,13,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,2,11,29000,13,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,2,12,33000,11,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,2,12,33000,25,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,2,12,33000,25,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,2,12,30000,21,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,2,13,28000,20,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,2,13,27000,8,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,2,14,28500,20,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,2,15,48500,15,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,2,15,32000,11,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,2,15,32000,11,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,2,18,33000,20,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,2,20,33000,26,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,2,20,33000,10,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,2,26,30000,14,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,2,26,29000,2,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,2,27,32500,22,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,3,1,30000,13,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,3,1,28000,20,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,3,11,26000,2,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,3,12,31500,2,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,3,12,30000,1,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,3,14,27000,3,직거래,두정역
2068,한화포레나천안두정,전세,76.8181,3,14,26000,5,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,3,18,30000,19,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,19,30000,13,직거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,19,27000,10,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,3,22,30000,20,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,3,23,33000,7,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,23,27000,2,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,23,27000,24,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,3,24,32000,21,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,3,26,30000,19,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,3,29,31000,12,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,3,29,27000,14,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,3,31,26000,4,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,3,31,26000,4,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,3,5,35000,22,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,3,5,35000,22,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,5,30000,22,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,6,28000,3,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,3,8,31000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,8,28000,15,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,3,8,28000,18,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,3,9,28000,12,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,3,9,27000,9,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,10,32500,9,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,4,10,26000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,4,10,26000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,14,26000,2,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,4,15,26000,11,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,16,28500,27,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,16,28000,13,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,16,28000,13,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,16,28000,13,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,16,26000,3,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,4,16,26000,19,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,16,26000,3,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,17,32000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,17,27200,17,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,17,26000,2,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,18,31000,8,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,18,28000,3,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,2,26500,3,직거래,두정역
2068,한화포레나천안두정,전세,84.9585,4,22,32000,24,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,23,29000,5,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,24,27000,2,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,4,25,28000,13,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,28,29500,10,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,4,3,26000,7,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,30,29000,6,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,30,28500,5,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,30,28000,4,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,30,27500,7,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,4,29000,20,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,4,28000,15,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,5,26000,9,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,6,29000,17,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,7,27000,26,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,7,26000,6,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,4,8,48000,29,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,8,30000,8,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,4,8,29000,22,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,4,9,30000,11,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,4,9,27000,10,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,5,1,30000,26,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,5,10,43000,3,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,5,10,43000,3,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,5,11,27000,9,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,5,12,29000,7,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,5,14,29000,11,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,5,2,28000,22,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,5,22,29000,10,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,5,24,47000,17,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,5,25,30000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,5,28,29000,29,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,5,28,25000,23,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,5,3,31000,23,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,5,4,28000,19,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,5,7,27000,8,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,5,8,40000,16,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,10,25000,4,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,6,11,28500,2,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,13,25000,4,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,6,13,25000,1,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,17,26000,20,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,6,18,27800,11,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,18,27500,28,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,6,18,26000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,6,18,26000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,19,25000,8,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,23,24500,8,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,23,24500,8,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,6,25,34000,14,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,6,25,30000,16,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,25,27500,13,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,6,26,40000,25,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,6,26,26000,10,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,6,26,26000,9,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,27,26000,5,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,6,28,28000,9,직거래,두정역
2068,한화포레나천안두정,전세,76.8181,6,28,27000,13,직거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,28,23000,15,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,29,27000,16,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,6,30,28000,2,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,6,30,28000,2,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,6,4,30000,22,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,6,7,25000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,7,11,28000,5,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,7,12,38500,3,직거래,두정역
2068,한화포레나천안두정,전세,84.9305,7,12,30000,16,직거래,두정역
2068,한화포레나천안두정,전세,76.7079,7,12,28000,20,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,7,16,28000,15,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,7,2,29000,12,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,7,2,29000,12,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,7,2,26500,14,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,7,21,30000,7,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,7,21,29500,20,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,7,21,27500,11,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,7,22,31000,6,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,7,23,28000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,7,23,27000,9,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,7,23,27000,9,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,7,24,28000,3,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,7,25,30000,19,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,7,29,28000,1,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,7,29,27000,5,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,7,30,29000,10,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,7,4,37000,21,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,7,5,27000,19,직거래,두정역
2068,한화포레나천안두정,전세,76.8181,7,5,27000,1,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,7,7,30000,26,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,7,9,27000,4,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,7,9,27000,29,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,11,35000,6,중개거래,두정역
2068,한화포레나천안두정,전세,76.7079,8,13,29500,22,직거래,두정역
2068,한화포레나천안두정,전세,102.5019,8,18,38000,14,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,18,30000,6,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,18,30000,6,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,8,20,38000,26,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,22,37000,23,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,8,22,27700,10,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,8,26,41000,22,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,8,26,41000,22,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,26,30000,11,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,27,30000,15,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,8,3,28000,14,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,30,30000,3,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,30,28000,14,직거래,두정역
2068,한화포레나천안두정,전세,84.9305,8,30,28000,14,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,8,6,38000,23,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,9,13,43000,13,중개거래,두정역
2068,한화포레나천안두정,전세,76.8181,9,22,29000,17,직거래,두정역
2068,한화포레나천안두정,전세,76.7079,9,29,28000,27,중개거래,두정역
2068,한화포레나천안두정,전세,84.9585,9,3,30500,12,중개거래,두정역
2068,한화포레나천안두정,전세,76.9979,10,14,29000,18,중개거래,두정역
2068,한화포레나천안두정,전세,84.9305,10,21,34000,23,중개거래,두정역
2068,한화포레나천안두정,전세,102.5019,10,27,40000,13,직거래,두정역
2068,한화포레나천안두정,전세,84.9305,10,29,30000,7,직거래,두정역
2068,한화포레나천안두정,전세,84.9305,10,5,31500,9,중개거래,두정역
1417,해피드림3차,전세,35.751,4,14,9000,4,중개거래,
1418,해피드림4차,전세,43.51,2,24,11000,5,중개거래,
1418,해피드림4차,전세,43.51,8,19,4000,4,중개거래,
1418,해피드림4차,전세,43.51,10,13,12000,6,직거래,
915,그린빌1차,전세,84.99,1,17,10000,7,직거래,
915,그린빌1차,전세,84.99,1,7,18900,10,중개거래,
915,그린빌1차,전세,84.99,2,14,20000,11,중개거래,
915,그린빌1차,전세,84.8,2,19,24000,9,중개거래,
