address,name,deal,area,month,day,acount,floor,property,
1503,불당이안,전세,84.92,7,27,36000,14,,
1503,불당이안,전세,84.9,8,12,33700,6,,
1503,불당이안,전세,84.9,8,13,31500,16,,
1503,불당이안,전세,84.92,8,17,35000,8,,
1503,불당이안,전세,84.9,8,20,35000,13,,
1503,불당이안,전세,74.93,8,24,26250,4,,
1503,불당이안,전세,74.93,8,27,31000,16,,
1503,불당이안,전세,84.9,8,3,45000,7,,
1503,불당이안,전세,74.93,8,31,32000,18,,
1503,불당이안,전세,84.92,9,16,31500,27,,
1503,불당이안,전세,84.9,9,21,35000,12,,
1503,불당이안,전세,84.9,9,21,34000,20,,
1503,불당이안,전세,84.9,10,14,35000,9,,
1503,불당이안,전세,84.92,10,14,34500,26,,
1503,불당이안,전세,84.9,10,22,32550,17,,
1503,불당이안,전세,84.9,10,31,34000,22,,
1503,불당이안,전세,84.9,10,4,33000,6,,
1492,불당파크푸르지오1단지,전세,99.9883,3,9,44000,23,,
1492,불당파크푸르지오1단지,전세,99.9883,5,14,35175,5,,
1492,불당파크푸르지오1단지,전세,99.9938,5,16,47000,22,,
1492,불당파크푸르지오1단지,전세,99.9883,7,17,40000,16,,
1492,불당파크푸르지오1단지,전세,99.9938,7,23,37000,20,,
1492,불당파크푸르지오1단지,전세,99.9938,9,15,38850,11,,
1494,불당파크푸르지오2단지,전세,99.9938,1,25,43000,5,,
1494,불당파크푸르지오2단지,전세,99.9883,1,9,50000,14,,
1494,불당파크푸르지오2단지,전세,99.9883,2,15,48500,8,,
1494,불당파크푸르지오2단지,전세,99.9987,5,14,7000,22,,
1494,불당파크푸르지오2단지,전세,99.9938,5,27,70000,15,,
1494,불당파크푸르지오2단지,전세,99.9938,6,17,35500,7,,
1494,불당파크푸르지오2단지,전세,110.9945,6,4,55000,20,,
1494,불당파크푸르지오2단지,전세,110.9945,7,18,62000,14,,
1494,불당파크푸르지오2단지,전세,99.9883,7,26,49000,13,,
1494,불당파크푸르지오2단지,전세,110.9945,7,29,45000,2,,
1494,불당파크푸르지오2단지,전세,99.9938,8,23,46000,7,,
1494,불당파크푸르지오2단지,전세,110.9945,8,4,65000,4,,
1494,불당파크푸르지오2단지,전세,99.9938,9,13,48000,24,,
1494,불당파크푸르지오2단지,전세,110.9945,9,22,52000,10,,
1494,불당파크푸르지오2단지,전세,99.9938,10,12,45000,13,,
1494,불당파크푸르지오2단지,전세,99.9938,10,6,46000,16,,
1426,불당풍림아이원아파트,전세,45.7798,1,18,17850,2,,
1426,불당풍림아이원아파트,전세,45.7798,1,26,18500,1,,
1426,불당풍림아이원아파트,전세,45.7798,2,11,20000,3,,
1426,불당풍림아이원아파트,전세,45.7798,2,16,19000,2,,
1426,불당풍림아이원아파트,전세,45.7798,2,17,17000,4,,
1426,불당풍림아이원아파트,전세,45.7798,2,28,17850,5,,
1426,불당풍림아이원아파트,전세,45.7798,2,4,18000,5,,
1426,불당풍림아이원아파트,전세,45.7798,3,28,20000,3,,
1426,불당풍림아이원아파트,전세,42.8428,3,3,19000,2,,
1426,불당풍림아이원아파트,전세,42.8428,4,22,17000,5,,
1426,불당풍림아이원아파트,전세,45.7798,5,27,20000,3,,
1426,불당풍림아이원아파트,전세,45.7798,5,29,18000,4,,
1426,불당풍림아이원아파트,전세,45.7798,6,21,16800,3,,
1426,불당풍림아이원아파트,전세,45.7798,6,7,19000,1,,
1426,불당풍림아이원아파트,전세,45.7798,7,10,18000,5,,
1426,불당풍림아이원아파트,전세,42.8428,7,2,19000,5,,
1426,불당풍림아이원아파트,전세,45.7798,7,20,17850,3,,
1426,불당풍림아이원아파트,전세,45.7798,8,20,22000,6,,
1426,불당풍림아이원아파트,전세,45.7798,9,28,18000,3,,
1426,불당풍림아이원아파트,전세,45.7798,9,6,18000,3,,
1426,불당풍림아이원아파트,전세,45.7798,10,1,19000,3,,
788,불당한성필하우스,전세,59.9813,1,14,22000,4,,
788,불당한성필하우스,전세,59.9813,1,14,22000,4,,
788,불당한성필하우스,전세,59.9813,1,14,18900,7,,
788,불당한성필하우스,전세,59.9813,1,14,18900,7,,
788,불당한성필하우스,전세,59.9813,1,15,17800,7,,
788,불당한성필하우스,전세,59.9813,1,16,22000,2,,
788,불당한성필하우스,전세,59.9813,1,21,16800,1,,
788,불당한성필하우스,전세,59.9813,1,21,16800,1,,
788,불당한성필하우스,전세,59.9813,1,22,23000,8,,
788,불당한성필하우스,전세,59.9813,2,14,22000,11,,
788,불당한성필하우스,전세,59.9813,2,19,19950,6,,
788,불당한성필하우스,전세,59.9813,3,1,15750,9,,
788,불당한성필하우스,전세,59.9813,3,11,24000,8,,
788,불당한성필하우스,전세,59.9813,3,12,22500,1,,
788,불당한성필하우스,전세,59.9813,3,12,21000,1,,
788,불당한성필하우스,전세,59.9813,3,13,25000,9,,
788,불당한성필하우스,전세,59.9813,3,18,18900,7,,
788,불당한성필하우스,전세,59.9813,3,19,22000,11,,
788,불당한성필하우스,전세,59.9813,3,19,20000,6,,
788,불당한성필하우스,전세,59.9813,3,19,20000,6,,
788,불당한성필하우스,전세,59.9813,3,26,24000,11,,
788,불당한성필하우스,전세,59.9813,3,26,18375,14,,
788,불당한성필하우스,전세,59.9813,3,28,18900,2,,
788,불당한성필하우스,전세,59.9813,3,31,16800,2,,
788,불당한성필하우스,전세,59.9813,4,19,21000,6,,
788,불당한성필하우스,전세,59.9813,4,29,26000,6,,
788,불당한성필하우스,전세,59.9813,5,11,21000,12,,
788,불당한성필하우스,전세,59.9813,5,23,19950,6,,
788,불당한성필하우스,전세,59.9813,6,13,19950,5,,
788,불당한성필하우스,전세,59.9813,6,13,19950,5,,
788,불당한성필하우스,전세,59.9813,6,15,21000,5,,
788,불당한성필하우스,전세,59.9813,6,17,21500,13,,
788,불당한성필하우스,전세,59.9813,6,22,22000,7,,
788,불당한성필하우스,전세,59.9813,6,27,20000,8,,
788,불당한성필하우스,전세,59.9813,6,30,16800,11,,
788,불당한성필하우스,전세,59.9813,6,9,20000,5,,
788,불당한성필하우스,전세,59.9813,7,13,20475,4,,
788,불당한성필하우스,전세,59.9813,7,15,20265,11,,
788,불당한성필하우스,전세,59.9813,7,16,20000,6,,
788,불당한성필하우스,전세,59.9813,7,22,20000,13,,
788,불당한성필하우스,전세,59.9813,7,23,22500,13,,
788,불당한성필하우스,전세,59.9813,7,6,22000,7,,
788,불당한성필하우스,전세,59.9813,8,13,21000,7,,
788,불당한성필하우스,전세,59.9813,8,17,22000,9,,
788,불당한성필하우스,전세,59.9813,8,2,21000,6,,
788,불당한성필하우스,전세,59.9813,8,24,20500,6,,
788,불당한성필하우스,전세,59.9813,8,25,18900,11,,
788,불당한성필하우스,전세,59.9813,8,29,20000,3,,
788,불당한성필하우스,전세,59.9813,8,7,20000,1,,
788,불당한성필하우스,전세,59.9813,9,17,22000,13,,
788,불당한성필하우스,전세,59.9813,9,28,20000,4,,
788,불당한성필하우스,전세,59.9813,10,12,17000,2,,
788,불당한성필하우스,전세,59.9813,10,19,20000,14,,
788,불당한성필하우스,전세,59.9813,10,20,20500,4,,
788,불당한성필하우스,전세,59.9813,10,29,20000,10,,
788,불당한성필하우스,전세,59.9813,10,3,18900,8,,
788,불당한성필하우스,전세,59.9813,10,30,17000,3,,
1811,불당호반베르디움TheFirst,전세,59.916,1,10,34000,13,,
1811,불당호반베르디움TheFirst,전세,99.9759,1,13,54500,11,,
1811,불당호반베르디움TheFirst,전세,59.916,1,16,34000,14,,
1811,불당호반베르디움TheFirst,전세,59.804,1,22,34000,20,,
1811,불당호반베르디움TheFirst,전세,59.916,1,22,32000,7,,
1811,불당호반베르디움TheFirst,전세,84.8093,1,23,36750,7,,
1811,불당호반베르디움TheFirst,전세,84.8093,1,30,40000,18,,
1811,불당호반베르디움TheFirst,전세,59.916,1,6,32000,16,,
1811,불당호반베르디움TheFirst,전세,99.9759,1,7,50000,18,,
1811,불당호반베르디움TheFirst,전세,59.916,1,9,23000,16,,
1811,불당호반베르디움TheFirst,전세,59.916,2,13,32000,3,,
1811,불당호반베르디움TheFirst,전세,59.916,2,13,32000,3,,
1811,불당호반베르디움TheFirst,전세,84.8093,2,24,49000,16,,
1811,불당호반베르디움TheFirst,전세,59.804,2,4,30000,19,,
1811,불당호반베르디움TheFirst,전세,59.916,2,9,34000,12,,
1811,불당호반베르디움TheFirst,전세,84.8093,3,11,35700,15,,
1811,불당호반베르디움TheFirst,전세,59.916,3,12,32000,7,,
1811,불당호반베르디움TheFirst,전세,59.916,3,18,34000,16,,
1811,불당호반베르디움TheFirst,전세,59.916,3,19,33000,10,,
1811,불당호반베르디움TheFirst,전세,59.916,3,2,34000,14,,
1811,불당호반베르디움TheFirst,전세,99.9759,3,30,37000,2,,
1811,불당호반베르디움TheFirst,전세,59.916,4,1,36000,12,,
1811,불당호반베르디움TheFirst,전세,84.8093,4,2,36700,10,,
1811,불당호반베르디움TheFirst,전세,59.916,4,2,33000,2,,
1811,불당호반베르디움TheFirst,전세,59.916,5,10,23000,4,,
1811,불당호반베르디움TheFirst,전세,59.916,5,14,31000,13,,
1811,불당호반베르디움TheFirst,전세,99.9759,5,18,50000,12,,
1811,불당호반베르디움TheFirst,전세,59.916,5,2,34000,15,,
1811,불당호반베르디움TheFirst,전세,84.8093,5,24,33600,5,,
1811,불당호반베르디움TheFirst,전세,59.916,5,26,34000,6,,
1811,불당호반베르디움TheFirst,전세,84.8093,5,28,40000,14,,
1811,불당호반베르디움TheFirst,전세,99.9759,5,6,38000,7,,
1811,불당호반베르디움TheFirst,전세,59.916,6,1,32000,17,,
1811,불당호반베르디움TheFirst,전세,59.916,6,18,26000,14,,
1811,불당호반베르디움TheFirst,전세,59.916,6,2,35000,7,,
1811,불당호반베르디움TheFirst,전세,84.8093,6,20,45000,12,,
1811,불당호반베르디움TheFirst,전세,99.9759,6,21,50000,3,,
1811,불당호반베르디움TheFirst,전세,99.7394,6,21,45000,20,,
1811,불당호반베르디움TheFirst,전세,59.916,6,26,32000,3,,
1811,불당호반베르디움TheFirst,전세,59.916,6,9,26250,17,,
1811,불당호반베르디움TheFirst,전세,59.916,6,9,26250,17,,
1811,불당호반베르디움TheFirst,전세,84.8093,7,15,7000,19,,
1811,불당호반베르디움TheFirst,전세,84.8093,7,16,43000,19,,
1811,불당호반베르디움TheFirst,전세,59.916,7,18,24150,3,,
1811,불당호반베르디움TheFirst,전세,99.9759,7,2,51500,15,,
1811,불당호반베르디움TheFirst,전세,59.804,7,3,30000,20,,
1811,불당호반베르디움TheFirst,전세,59.804,7,3,30000,20,,
1811,불당호반베르디움TheFirst,전세,59.916,8,12,29400,13,,
1811,불당호반베르디움TheFirst,전세,59.916,8,18,30000,10,,
1811,불당호반베르디움TheFirst,전세,59.916,8,22,28000,5,,
1811,불당호반베르디움TheFirst,전세,59.916,8,27,29000,10,,
1811,불당호반베르디움TheFirst,전세,99.9759,8,30,45000,2,,
1811,불당호반베르디움TheFirst,전세,59.916,8,31,30000,18,,
1811,불당호반베르디움TheFirst,전세,59.916,8,5,25200,12,,
1811,불당호반베르디움TheFirst,전세,99.9759,9,15,48000,10,,
1811,불당호반베르디움TheFirst,전세,59.916,9,16,26000,2,,
1811,불당호반베르디움TheFirst,전세,59.916,9,19,30000,6,,
1811,불당호반베르디움TheFirst,전세,59.916,9,24,29400,19,,
1811,불당호반베르디움TheFirst,전세,59.916,9,27,29000,9,,
1811,불당호반베르디움TheFirst,전세,59.804,9,28,32000,17,,
1811,불당호반베르디움TheFirst,전세,59.916,9,5,28000,6,,
1811,불당호반베르디움TheFirst,전세,59.804,10,1,27000,9,,
1811,불당호반베르디움TheFirst,전세,84.8093,10,11,38000,18,,
1811,불당호반베르디움TheFirst,전세,59.916,10,28,28000,8,,
1811,불당호반베르디움TheFirst,전세,99.9759,10,29,48000,12,,
1811,불당호반베르디움TheFirst,전세,59.916,10,4,30400,7,,
1811,불당호반베르디움TheFirst,전세,59.916,10,7,26000,8,,
1811,불당호반베르디움TheFirst,전세,59.916,10,7,26000,2,,
1811,불당호반베르디움TheFirst,전세,59.916,10,7,24000,14,,
1811,불당호반베르디움TheFirst,전세,59.916,10,8,28000,7,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,1,14,38000,4,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,1,15,45000,9,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,1,15,45000,26,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,1,24,52000,15,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,1,27,43000,9,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,1,28,37800,2,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,1,7,34000,16,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,2,11,55000,17,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,2,18,50000,22,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,2,20,44000,20,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,2,21,35000,19,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,2,22,52000,3,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,2,5,37800,20,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,2,5,36750,15,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,2,6,34600,7,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,2,8,31500,2,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,3,15,43000,10,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,3,19,43000,8,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,3,23,39000,4,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,3,24,42000,27,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,4,10,41000,7,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,4,19,43000,21,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,4,25,40000,16,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,4,29,45000,5,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,4,29,45000,20,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,6,21,44000,1,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,6,28,51000,19,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,7,16,45000,18,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,8,27,45150,10,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,8,29,42000,22,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,9,3,41000,11,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,9,7,45000,16,,
1846,불당호반써밋플레이스센터시티,전세,84.9737,10,1,42000,20,,
1846,불당호반써밋플레이스센터시티,전세,112.4974,10,20,58000,15,,
1846,불당호반써밋플레이스센터시티,전세,98.2067,10,26,50000,20,,
1846,불당호반써밋플레이스센터시티,전세,84.9694,10,26,43000,14,,
1515,엘에이치천년나무7단지,전세,59.96,5,3,20000,6,,
1515,엘에이치천년나무7단지,전세,59.96,7,30,25000,11,,
1515,엘에이치천년나무7단지,전세,59.96,8,14,26500,8,,
713,이노스위트,전세,16.11,2,12,6500,5,,
713,이노스위트,전세,16.11,7,20,7000,5,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,112.2919,1,12,75000,16,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,1,18,63000,15,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,1,23,45000,10,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.922,2,18,41000,16,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,2,21,57000,18,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,3,1,30000,6,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,3,24,60000,19,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.8966,4,5,52000,13,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.8966,4,8,42000,14,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,5,10,57000,17,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.922,5,2,42000,21,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,5,23,60000,17,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,5,27,42000,18,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,7,12,66000,26,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,7,12,66000,26,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,7,20,44100,10,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,7,22,42000,11,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,7,29,60000,24,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.9342,7,30,60000,12,,
1544,천안 불당 지웰시티푸르지오 1단지,전세,99.8966,8,10,50000,2,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,1,12,43000,2,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,1,22,59000,9,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,1,22,44100,27,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,2,14,43000,10,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,2,16,52000,17,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,2,26,45000,20,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,112.2549,2,27,50000,4,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,2,3,63000,14,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,112.2549,2,5,60000,19,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,112.2549,4,17,60000,9,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,5,12,51000,14,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,5,13,60000,4,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,5,2,52000,5,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,5,20,68000,21,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,5,25,44100,3,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,112.2549,5,9,52500,21,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,6,18,52500,4,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,112.2549,6,23,65000,2,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,6,29,60300,12,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,7,26,42000,7,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,8,27,47000,6,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.9342,8,6,50000,20,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,112.2549,9,25,60000,3,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,9,3,42000,17,,
1614,천안 불당 지웰시티푸르지오 2단지,전세,99.922,10,15,40000,7,,
1498,천안불당 지웰푸르지오,전세,99.994,1,15,36000,18,,
1498,천안불당 지웰푸르지오,전세,99.994,1,20,44100,23,,
1498,천안불당 지웰푸르지오,전세,84.992,1,20,33600,1,,
1498,천안불당 지웰푸르지오,전세,84.992,1,29,31500,23,,
1498,천안불당 지웰푸르지오,전세,84.995,1,7,39000,9,,
1498,천안불당 지웰푸르지오,전세,84.995,1,8,40000,6,,
1498,천안불당 지웰푸르지오,전세,84.998,2,16,40000,2,,
1498,천안불당 지웰푸르지오,전세,99.993,2,20,42000,8,,
1498,천안불당 지웰푸르지오,전세,84.992,2,21,27300,27,,
1498,천안불당 지웰푸르지오,전세,84.992,2,5,39800,14,,
1498,천안불당 지웰푸르지오,전세,84.998,2,6,40000,10,,
1498,천안불당 지웰푸르지오,전세,84.992,2,8,35000,28,,
1498,천안불당 지웰푸르지오,전세,84.992,3,5,55500,16,,
1498,천안불당 지웰푸르지오,전세,84.992,3,8,39000,7,,
1498,천안불당 지웰푸르지오,전세,84.992,4,14,43000,8,,
1498,천안불당 지웰푸르지오,전세,84.998,4,14,38000,6,,
1498,천안불당 지웰푸르지오,전세,84.992,4,22,40000,20,,
1498,천안불당 지웰푸르지오,전세,84.992,4,5,31500,14,,
1498,천안불당 지웰푸르지오,전세,84.992,4,5,30450,22,,
1498,천안불당 지웰푸르지오,전세,99.993,4,6,55000,5,,
1498,천안불당 지웰푸르지오,전세,99.994,4,6,45000,1,,
1498,천안불당 지웰푸르지오,전세,99.993,4,8,53000,19,,
1498,천안불당 지웰푸르지오,전세,99.994,4,9,36200,19,,
1498,천안불당 지웰푸르지오,전세,99.993,5,22,38300,3,,
1498,천안불당 지웰푸르지오,전세,84.992,6,20,30100,18,,
1498,천안불당 지웰푸르지오,전세,84.995,7,24,37000,8,,
1498,천안불당 지웰푸르지오,전세,84.992,7,26,45000,3,,
1498,천안불당 지웰푸르지오,전세,84.992,7,9,40000,5,,
1498,천안불당 지웰푸르지오,전세,84.995,8,11,38000,18,,
1498,천안불당 지웰푸르지오,전세,84.992,8,20,35500,13,,
1498,천안불당 지웰푸르지오,전세,84.992,8,23,45000,6,,
1498,천안불당 지웰푸르지오,전세,84.992,9,2,34000,3,,
1498,천안불당 지웰푸르지오,전세,99.993,9,3,40000,11,,
1498,천안불당 지웰푸르지오,전세,99.995,10,19,39500,9,,
1498,천안불당 지웰푸르지오,전세,84.992,10,27,35000,1,,
1466,천안불당금호어울림,전세,84.94,1,15,43000,12,,
1466,천안불당금호어울림,전세,84.94,3,11,41500,3,,
1466,천안불당금호어울림,전세,84.94,3,12,29400,23,,
1466,천안불당금호어울림,전세,84.94,3,9,32550,20,,
1466,천안불당금호어울림,전세,84.94,5,10,37000,13,,
1466,천안불당금호어울림,전세,84.94,5,19,35000,1,,
1466,천안불당금호어울림,전세,74.56,5,4,26250,9,,
1466,천안불당금호어울림,전세,74.56,5,4,26250,9,,
1466,천안불당금호어울림,전세,84.94,6,30,35000,12,,
1466,천안불당금호어울림,전세,84.94,7,23,30000,23,,
1466,천안불당금호어울림,전세,84.94,7,26,32000,2,,
1466,천안불당금호어울림,전세,84.94,8,22,35000,24,,
1466,천안불당금호어울림,전세,74.56,8,26,30000,17,,
1466,천안불당금호어울림,전세,74.93,8,6,32000,29,,
1466,천안불당금호어울림,전세,84.94,9,27,31000,13,,
1466,천안불당금호어울림,전세,84.94,9,6,31000,17,,
1545,천안불당린스트라우스1단지,전세,84.9235,1,11,56000,31,,
1545,천안불당린스트라우스1단지,전세,84.9235,1,11,56000,31,,
1545,천안불당린스트라우스1단지,전세,84.9235,1,15,46000,28,,
1545,천안불당린스트라우스1단지,전세,99.9908,1,22,59000,11,,
1545,천안불당린스트라우스1단지,전세,84.9729,1,24,45000,1,,
1545,천안불당린스트라우스1단지,전세,99.9908,1,7,37000,18,,
1545,천안불당린스트라우스1단지,전세,84.9729,2,21,33600,10,,
1545,천안불당린스트라우스1단지,전세,84.9235,2,5,40000,14,,
1545,천안불당린스트라우스1단지,전세,99.9908,4,20,60000,23,,
1545,천안불당린스트라우스1단지,전세,99.9908,4,29,59000,14,,
1545,천안불당린스트라우스1단지,전세,84.9729,5,12,38000,9,,
1545,천안불당린스트라우스1단지,전세,84.9235,6,21,35000,3,,
1545,천안불당린스트라우스1단지,전세,99.9908,7,14,47000,14,,
1545,천안불당린스트라우스1단지,전세,113.3359,7,29,70000,4,,
1545,천안불당린스트라우스1단지,전세,84.9729,7,7,45000,23,,
1545,천안불당린스트라우스1단지,전세,84.9729,7,7,45000,23,,
1545,천안불당린스트라우스1단지,전세,99.9908,8,13,52000,10,,
1545,천안불당린스트라우스1단지,전세,99.9908,8,13,52000,10,,
1545,천안불당린스트라우스1단지,전세,113.3359,9,17,55000,12,,
1545,천안불당린스트라우스1단지,전세,99.9908,9,21,47000,6,,
1545,천안불당린스트라우스1단지,전세,99.9908,9,21,47000,6,,
1545,천안불당린스트라우스1단지,전세,84.9729,9,28,41000,13,,
1545,천안불당린스트라우스1단지,전세,84.9729,9,29,40000,10,,
1545,천안불당린스트라우스1단지,전세,84.9729,10,31,44000,18,,
1546,천안불당린스트라우스2단지,전세,84.9235,1,13,51000,5,,
1546,천안불당린스트라우스2단지,전세,113.3359,1,26,55000,24,,
1546,천안불당린스트라우스2단지,전세,99.9908,1,28,58000,12,,
1546,천안불당린스트라우스2단지,전세,84.9235,1,6,42965,12,,
1546,천안불당린스트라우스2단지,전세,84.9729,2,13,40000,8,,
1546,천안불당린스트라우스2단지,전세,84.9235,2,4,50000,4,,
1546,천안불당린스트라우스2단지,전세,84.9235,2,5,37400,14,,
1546,천안불당린스트라우스2단지,전세,84.9729,3,18,44500,3,,
1546,천안불당린스트라우스2단지,전세,99.9908,3,19,54000,7,,
1546,천안불당린스트라우스2단지,전세,84.9729,3,24,50000,15,,
1546,천안불당린스트라우스2단지,전세,84.9235,5,24,40000,7,,
1546,천안불당린스트라우스2단지,전세,84.9729,5,8,44000,27,,
1546,천안불당린스트라우스2단지,전세,84.9729,6,4,41000,30,,
1546,천안불당린스트라우스2단지,전세,99.9908,7,1,50000,18,,
1546,천안불당린스트라우스2단지,전세,84.9729,7,18,41000,14,,
1546,천안불당린스트라우스2단지,전세,99.9908,7,2,52000,18,,
1546,천안불당린스트라우스2단지,전세,99.9908,7,2,52000,18,,
1546,천안불당린스트라우스2단지,전세,113.3359,7,23,50000,26,,
1546,천안불당린스트라우스2단지,전세,84.9729,7,23,45000,29,,
1546,천안불당린스트라우스2단지,전세,122.7148,8,10,68000,19,,
1546,천안불당린스트라우스2단지,전세,84.9729,8,24,39000,11,,
1546,천안불당린스트라우스2단지,전세,84.9729,8,5,37000,5,,
1546,천안불당린스트라우스2단지,전세,99.9908,9,9,50000,18,,
1463,천안불당엘에이치1단지,전세,26.48,10,21,5003,17,,
741,천안불당우방아이유쉘트윈팰리스,전세,170.57,1,14,65000,16,,
741,천안불당우방아이유쉘트윈팰리스,전세,184.94,1,9,69000,6,,
741,천안불당우방아이유쉘트윈팰리스,전세,218.35,2,21,70000,4,,
741,천안불당우방아이유쉘트윈팰리스,전세,213.32,4,19,70000,8,,
741,천안불당우방아이유쉘트윈팰리스,전세,213.32,4,19,70000,8,,
741,천안불당우방아이유쉘트윈팰리스,전세,184.94,5,14,71000,7,,
741,천안불당우방아이유쉘트윈팰리스,전세,207.33,5,2,75000,14,,
741,천안불당우방아이유쉘트윈팰리스,전세,218.35,7,25,40000,8,,
741,천안불당우방아이유쉘트윈팰리스,전세,170.57,9,1,54000,14,,
1548,천안불당지웰더샵,전세,84.7278,1,11,53000,7,,
1548,천안불당지웰더샵,전세,84.9709,1,13,52000,22,,
1548,천안불당지웰더샵,전세,99.3422,1,13,47250,16,,
1548,천안불당지웰더샵,전세,84.7278,1,15,39900,28,,
1548,천안불당지웰더샵,전세,84.9709,1,27,47000,21,,
1548,천안불당지웰더샵,전세,84.9709,1,8,50000,5,,
1548,천안불당지웰더샵,전세,84.7278,2,10,50000,19,,
1548,천안불당지웰더샵,전세,84.7278,2,10,43500,25,,
1548,천안불당지웰더샵,전세,112.5916,2,12,75000,22,,
1548,천안불당지웰더샵,전세,84.9709,2,12,48000,16,,
1548,천안불당지웰더샵,전세,84.7278,2,12,45000,23,,
1548,천안불당지웰더샵,전세,99.1677,2,15,55000,8,,
1548,천안불당지웰더샵,전세,84.9709,2,15,52000,18,,
1548,천안불당지웰더샵,전세,99.3422,2,26,61000,22,,
1548,천안불당지웰더샵,전세,84.7278,3,12,46000,6,,
1548,천안불당지웰더샵,전세,84.9709,3,15,42500,14,,
1548,천안불당지웰더샵,전세,84.9709,3,17,44100,10,,
1548,천안불당지웰더샵,전세,99.1677,4,16,60000,20,,
